start,end,rq_time,rq_type,subnetwork,request_id,is_multimodal,modal_state,transfer_station_ids,max_transfers
221,58,10260,inter,right,100,True,3,MH-R;MH-L,1
142,108,11280,inter,right,101,True,3,MH-R;MH-L,1
156,77,4230,inter,right,102,True,3,MH-R;MH-L,1
189,98,6390,inter,right,103,True,3,MH-R;MH-L,1
190,113,10170,inter,right,104,True,3,MH-R;MH-L,1
166,32,5550,inter,right,105,True,3,MH-R;MH-L,1
216,71,9450,inter,right,106,True,3,MH-R;MH-L,1
208,25,7050,inter,right,107,True,3,MH-R;MH-L,1
147,78,8100,inter,right,108,True,3,MH-R;MH-L,1
197,11,12180,inter,right,109,True,3,MH-R;MH-L,1
218,79,10950,inter,right,110,True,3,MH-R;MH-L,1
124,70,12660,inter,right,111,True,3,MH-R;MH-L,1
135,75,3750,inter,right,112,True,3,MH-R;MH-L,1
207,79,9840,inter,right,113,True,3,MH-R;MH-L,1
181,34,4740,inter,right,114,True,3,MH-R;MH-L,1
171,59,11820,inter,right,115,True,3,MH-R;MH-L,1
150,63,11910,inter,right,116,True,3,MH-R;MH-L,1
147,12,11970,inter,right,117,True,3,MH-R;MH-L,1
138,30,12360,inter,right,118,True,3,MH-R;MH-L,1
128,74,12030,inter,right,119,True,3,MH-R;MH-L,1
220,113,8970,inter,right,120,True,3,MH-R;MH-L,1
205,110,12870,inter,right,121,True,3,MH-R;MH-L,1
231,82,7800,inter,right,122,True,3,MH-R;MH-L,1
189,113,11370,inter,right,123,True,3,MH-R;MH-L,1
183,34,12750,inter,right,124,True,3,MH-R;MH-L,1
163,60,11400,inter,right,125,True,3,MH-R;MH-L,1
142,72,4170,inter,right,126,True,3,MH-R;MH-L,1
122,18,13350,inter,right,127,True,3,MH-R;MH-L,1
176,49,10170,inter,right,128,True,3,MH-R;MH-L,1
196,3,9660,inter,right,129,True,3,MH-R;MH-L,1
210,19,9990,inter,right,130,True,3,MH-R;MH-L,1
233,39,6540,inter,right,131,True,3,MH-R;MH-L,1
165,6,6420,inter,right,132,True,3,MH-R;MH-L,1
183,26,10800,inter,right,133,True,3,MH-R;MH-L,1
216,97,7440,inter,right,134,True,3,MH-R;MH-L,1
157,54,13620,inter,right,135,True,3,MH-R;MH-L,1
158,102,8520,inter,right,136,True,3,MH-R;MH-L,1
210,23,13800,inter,right,137,True,3,MH-R;MH-L,1
139,74,13950,inter,right,138,True,3,MH-R;MH-L,1
165,31,10170,inter,right,139,True,3,MH-R;MH-L,1
197,104,7770,inter,right,140,True,3,MH-R;MH-L,1
235,111,12000,inter,right,141,True,3,MH-R;MH-L,1
211,88,11400,inter,right,142,True,3,MH-R;MH-L,1
213,56,11880,inter,right,143,True,3,MH-R;MH-L,1
176,10,11430,inter,right,144,True,3,MH-R;MH-L,1
180,110,6360,inter,right,145,True,3,MH-R;MH-L,1
130,54,9270,inter,right,146,True,3,MH-R;MH-L,1
205,38,6480,inter,right,147,True,3,MH-R;MH-L,1
154,68,9690,inter,right,148,True,3,MH-R;MH-L,1
216,46,10830,inter,right,149,True,3,MH-R;MH-L,1
142,49,12030,inter,right,150,True,3,MH-R;MH-L,1
220,96,11640,inter,right,151,True,3,MH-R;MH-L,1
186,84,6720,inter,right,152,True,3,MH-R;MH-L,1
229,20,10410,inter,right,153,True,3,MH-R;MH-L,1
174,29,13920,inter,right,154,True,3,MH-R;MH-L,1
227,7,11250,inter,right,155,True,3,MH-R;MH-L,1
188,22,10830,inter,right,156,True,3,MH-R;MH-L,1
144,9,12270,inter,right,157,True,3,MH-R;MH-L,1
136,13,8280,inter,right,158,True,3,MH-R;MH-L,1
203,28,5730,inter,right,159,True,3,MH-R;MH-L,1
234,69,5580,inter,right,160,True,3,MH-R;MH-L,1
151,2,9390,inter,right,161,True,3,MH-R;MH-L,1
140,58,8730,inter,right,162,True,3,MH-R;MH-L,1
141,28,12810,inter,right,163,True,3,MH-R;MH-L,1
211,40,13620,inter,right,164,True,3,MH-R;MH-L,1
201,94,11940,inter,right,165,True,3,MH-R;MH-L,1
209,35,10290,inter,right,166,True,3,MH-R;MH-L,1
208,97,11220,inter,right,167,True,3,MH-R;MH-L,1
177,60,4140,inter,right,168,True,3,MH-R;MH-L,1
184,44,12540,inter,right,169,True,3,MH-R;MH-L,1
145,95,12600,inter,right,170,True,3,MH-R;MH-L,1
153,4,8640,inter,right,171,True,3,MH-R;MH-L,1
193,54,5160,inter,right,172,True,3,MH-R;MH-L,1
231,11,8970,inter,right,173,True,3,MH-R;MH-L,1
217,76,4920,inter,right,174,True,3,MH-R;MH-L,1
221,48,11340,inter,right,175,True,3,MH-R;MH-L,1
191,18,8340,inter,right,176,True,3,MH-R;MH-L,1
154,21,12900,inter,right,177,True,3,MH-R;MH-L,1
126,109,5370,inter,right,178,True,3,MH-R;MH-L,1
150,46,5010,inter,right,179,True,3,MH-R;MH-L,1
146,110,11940,inter,right,180,True,3,MH-R;MH-L,1
203,33,5160,inter,right,181,True,3,MH-R;MH-L,1
209,56,7830,inter,right,182,True,3,MH-R;MH-L,1
176,21,4320,inter,right,183,True,3,MH-R;MH-L,1
128,46,12270,inter,right,184,True,3,MH-R;MH-L,1
178,20,8010,inter,right,185,True,3,MH-R;MH-L,1
175,49,13860,inter,right,186,True,3,MH-R;MH-L,1
136,40,5970,inter,right,187,True,3,MH-R;MH-L,1
228,96,12900,inter,right,188,True,3,MH-R;MH-L,1
154,93,11100,inter,right,189,True,3,MH-R;MH-L,1
141,84,3810,inter,right,190,True,3,MH-R;MH-L,1
161,11,5700,inter,right,191,True,3,MH-R;MH-L,1
133,0,14250,inter,right,192,True,3,MH-R;MH-L,1
129,16,9720,inter,right,193,True,3,MH-R;MH-L,1
180,50,4800,inter,right,194,True,3,MH-R;MH-L,1
172,51,13140,inter,right,195,True,3,MH-R;MH-L,1
142,82,9330,inter,right,196,True,3,MH-R;MH-L,1
191,9,8940,inter,right,197,True,3,MH-R;MH-L,1
132,1,12120,inter,right,198,True,3,MH-R;MH-L,1
165,20,12780,inter,right,199,True,3,MH-R;MH-L,1
