start,end,rq_time,rq_type,subnetwork,request_id,is_multimodal,modal_state,transfer_station_ids,max_transfers
21,150,11220,inter,left,81,True,3,MH-L;MH-R,1
100,184,9180,inter,left,82,True,3,MH-L;MH-R,1
24,187,10170,inter,left,83,True,3,MH-L;MH-R,1
20,155,6570,inter,left,84,True,3,MH-L;MH-R,1
107,162,5460,inter,left,85,True,3,MH-L;MH-R,1
36,184,9330,inter,left,86,True,3,MH-L;MH-R,1
48,126,4380,inter,left,87,True,3,MH-L;MH-R,1
39,207,10350,inter,left,88,True,3,MH-L;MH-R,1
33,159,5340,inter,left,89,True,3,MH-L;MH-R,1
24,154,10200,inter,left,90,True,3,MH-L;MH-R,1
13,150,11340,inter,left,91,True,3,MH-L;MH-R,1
82,132,13800,inter,left,92,True,3,MH-L;MH-R,1
106,179,6720,inter,left,93,True,3,MH-L;MH-R,1
39,154,8070,inter,left,94,True,3,MH-L;MH-R,1
67,173,8370,inter,left,95,True,3,MH-L;MH-R,1
102,189,4230,inter,left,96,True,3,MH-L;MH-R,1
6,129,9030,inter,left,97,True,3,MH-L;MH-R,1
105,150,4290,inter,left,98,True,3,MH-L;MH-R,1
59,217,5160,inter,left,99,True,3,MH-L;MH-R,1
34,128,5010,inter,left,100,True,3,MH-L;MH-R,1
22,121,8820,inter,left,101,True,3,MH-L;MH-R,1
78,145,8640,inter,left,102,True,3,MH-L;MH-R,1
106,179,9540,inter,left,103,True,3,MH-L;MH-R,1
97,231,3750,inter,left,104,True,3,MH-L;MH-R,1
106,132,3630,inter,left,105,True,3,MH-L;MH-R,1
7,235,6480,inter,left,106,True,3,MH-L;MH-R,1
69,184,7590,inter,left,107,True,3,MH-L;MH-R,1
8,166,13500,inter,left,108,True,3,MH-L;MH-R,1
3,157,8610,inter,left,109,True,3,MH-L;MH-R,1
105,187,11100,inter,left,110,True,3,MH-L;MH-R,1
42,143,9870,inter,left,111,True,3,MH-L;MH-R,1
50,204,13590,inter,left,112,True,3,MH-L;MH-R,1
47,186,14160,inter,left,113,True,3,MH-L;MH-R,1
69,221,8760,inter,left,114,True,3,MH-L;MH-R,1
99,141,12750,inter,left,115,True,3,MH-L;MH-R,1
72,203,12090,inter,left,116,True,3,MH-L;MH-R,1
5,205,5400,inter,left,117,True,3,MH-L;MH-R,1
5,136,12390,inter,left,118,True,3,MH-L;MH-R,1
6,148,9090,inter,left,119,True,3,MH-L;MH-R,1
106,144,13770,inter,left,120,True,3,MH-L;MH-R,1
35,123,14220,inter,left,121,True,3,MH-L;MH-R,1
54,144,10410,inter,left,122,True,3,MH-L;MH-R,1
113,229,9180,inter,left,123,True,3,MH-L;MH-R,1
19,139,4380,inter,left,124,True,3,MH-L;MH-R,1
57,148,6750,inter,left,125,True,3,MH-L;MH-R,1
26,201,12990,inter,left,126,True,3,MH-L;MH-R,1
68,185,9660,inter,left,127,True,3,MH-L;MH-R,1
108,221,4170,inter,left,128,True,3,MH-L;MH-R,1
52,194,8730,inter,left,129,True,3,MH-L;MH-R,1
26,228,5220,inter,left,130,True,3,MH-L;MH-R,1
60,160,8880,inter,left,131,True,3,MH-L;MH-R,1
74,135,10050,inter,left,132,True,3,MH-L;MH-R,1
33,202,8910,inter,left,133,True,3,MH-L;MH-R,1
60,199,10020,inter,left,134,True,3,MH-L;MH-R,1
39,168,5700,inter,left,135,True,3,MH-L;MH-R,1
20,236,10650,inter,left,136,True,3,MH-L;MH-R,1
65,233,9270,inter,left,137,True,3,MH-L;MH-R,1
57,184,8370,inter,left,138,True,3,MH-L;MH-R,1
110,211,10500,inter,left,139,True,3,MH-L;MH-R,1
87,125,5850,inter,left,140,True,3,MH-L;MH-R,1
80,178,12420,inter,left,141,True,3,MH-L;MH-R,1
34,156,7950,inter,left,142,True,3,MH-L;MH-R,1
91,167,10320,inter,left,143,True,3,MH-L;MH-R,1
103,234,13950,inter,left,144,True,3,MH-L;MH-R,1
38,177,11160,inter,left,145,True,3,MH-L;MH-R,1
35,211,5070,inter,left,146,True,3,MH-L;MH-R,1
26,236,5700,inter,left,147,True,3,MH-L;MH-R,1
107,235,10920,inter,left,148,True,3,MH-L;MH-R,1
72,125,7680,inter,left,149,True,3,MH-L;MH-R,1
62,215,12720,inter,left,150,True,3,MH-L;MH-R,1
1,227,7080,inter,left,151,True,3,MH-L;MH-R,1
111,137,9990,inter,left,152,True,3,MH-L;MH-R,1
93,226,11610,inter,left,153,True,3,MH-L;MH-R,1
86,176,13980,inter,left,154,True,3,MH-L;MH-R,1
105,163,9750,inter,left,155,True,3,MH-L;MH-R,1
73,182,5460,inter,left,156,True,3,MH-L;MH-R,1
74,186,4200,inter,left,157,True,3,MH-L;MH-R,1
85,132,5550,inter,left,158,True,3,MH-L;MH-R,1
3,135,6840,inter,left,159,True,3,MH-L;MH-R,1
91,217,6510,inter,left,160,True,3,MH-L;MH-R,1
107,212,7500,inter,left,161,True,3,MH-L;MH-R,1
8,230,8790,inter,left,162,True,3,MH-L;MH-R,1
11,153,7920,inter,left,163,True,3,MH-L;MH-R,1
44,175,13020,inter,left,164,True,3,MH-L;MH-R,1
63,203,12690,inter,left,165,True,3,MH-L;MH-R,1
5,194,12060,inter,left,166,True,3,MH-L;MH-R,1
53,213,5670,inter,left,167,True,3,MH-L;MH-R,1
52,170,7890,inter,left,168,True,3,MH-L;MH-R,1
47,130,12330,inter,left,169,True,3,MH-L;MH-R,1
11,137,10320,inter,left,170,True,3,MH-L;MH-R,1
21,211,13980,inter,left,171,True,3,MH-L;MH-R,1
31,187,12540,inter,left,172,True,3,MH-L;MH-R,1
44,145,11040,inter,left,173,True,3,MH-L;MH-R,1
33,190,14040,inter,left,174,True,3,MH-L;MH-R,1
30,230,9330,inter,left,175,True,3,MH-L;MH-R,1
69,147,7470,inter,left,176,True,3,MH-L;MH-R,1
18,206,7440,inter,left,177,True,3,MH-L;MH-R,1
71,146,6900,inter,left,178,True,3,MH-L;MH-R,1
61,137,12030,inter,left,179,True,3,MH-L;MH-R,1
9,183,9000,inter,left,180,True,3,MH-L;MH-R,1
113,124,8280,inter,left,181,True,3,MH-L;MH-R,1
12,186,11970,inter,left,182,True,3,MH-L;MH-R,1
64,212,11820,inter,left,183,True,3,MH-L;MH-R,1
39,203,5880,inter,left,184,True,3,MH-L;MH-R,1
6,203,7710,inter,left,185,True,3,MH-L;MH-R,1
40,184,11610,inter,left,186,True,3,MH-L;MH-R,1
83,128,5070,inter,left,187,True,3,MH-L;MH-R,1
110,161,4830,inter,left,188,True,3,MH-L;MH-R,1
93,228,4440,inter,left,189,True,3,MH-L;MH-R,1
97,135,4980,inter,left,190,True,3,MH-L;MH-R,1
3,206,12270,inter,left,191,True,3,MH-L;MH-R,1
73,170,4650,inter,left,192,True,3,MH-L;MH-R,1
42,207,6090,inter,left,193,True,3,MH-L;MH-R,1
68,125,7410,inter,left,194,True,3,MH-L;MH-R,1
85,127,8880,inter,left,195,True,3,MH-L;MH-R,1
9,179,8520,inter,left,196,True,3,MH-L;MH-R,1
100,178,10110,inter,left,197,True,3,MH-L;MH-R,1
30,219,13110,inter,left,198,True,3,MH-L;MH-R,1
18,201,3780,inter,left,199,True,3,MH-L;MH-R,1
13,216,10380,inter,left,200,True,3,MH-L;MH-R,1
48,185,6480,inter,left,201,True,3,MH-L;MH-R,1
58,221,13470,inter,left,202,True,3,MH-L;MH-R,1
5,150,8370,inter,left,203,True,3,MH-L;MH-R,1
67,187,4410,inter,left,204,True,3,MH-L;MH-R,1
53,140,11010,inter,left,205,True,3,MH-L;MH-R,1
93,148,9720,inter,left,206,True,3,MH-L;MH-R,1
114,138,11220,inter,left,207,True,3,MH-L;MH-R,1
13,155,10200,inter,left,208,True,3,MH-L;MH-R,1
8,211,7380,inter,left,209,True,3,MH-L;MH-R,1
82,177,10680,inter,left,210,True,3,MH-L;MH-R,1
76,189,12750,inter,left,211,True,3,MH-L;MH-R,1
87,132,4740,inter,left,212,True,3,MH-L;MH-R,1
64,180,9330,inter,left,213,True,3,MH-L;MH-R,1
20,215,5070,inter,left,214,True,3,MH-L;MH-R,1
108,181,14160,inter,left,215,True,3,MH-L;MH-R,1
5,195,8070,inter,left,216,True,3,MH-L;MH-R,1
32,157,4320,inter,left,217,True,3,MH-L;MH-R,1
39,233,14220,inter,left,218,True,3,MH-L;MH-R,1
77,232,8820,inter,left,219,True,3,MH-L;MH-R,1
69,122,9000,inter,left,220,True,3,MH-L;MH-R,1
61,220,5610,inter,left,221,True,3,MH-L;MH-R,1
5,220,6060,inter,left,222,True,3,MH-L;MH-R,1
67,163,11940,inter,left,223,True,3,MH-L;MH-R,1
18,149,9360,inter,left,224,True,3,MH-L;MH-R,1
10,205,9990,inter,left,225,True,3,MH-L;MH-R,1
36,188,7470,inter,left,226,True,3,MH-L;MH-R,1
69,221,7170,inter,left,227,True,3,MH-L;MH-R,1
7,147,5820,inter,left,228,True,3,MH-L;MH-R,1
15,177,12810,inter,left,229,True,3,MH-L;MH-R,1
73,160,8220,inter,left,230,True,3,MH-L;MH-R,1
51,206,7590,inter,left,231,True,3,MH-L;MH-R,1
52,211,5040,inter,left,232,True,3,MH-L;MH-R,1
98,133,5190,inter,left,233,True,3,MH-L;MH-R,1
90,232,4380,inter,left,234,True,3,MH-L;MH-R,1
37,121,13950,inter,left,235,True,3,MH-L;MH-R,1
44,161,5910,inter,left,236,True,3,MH-L;MH-R,1
77,202,9120,inter,left,237,True,3,MH-L;MH-R,1
98,140,12630,inter,left,238,True,3,MH-L;MH-R,1
53,226,9930,inter,left,239,True,3,MH-L;MH-R,1
9,216,7740,inter,left,240,True,3,MH-L;MH-R,1
55,176,10320,inter,left,241,True,3,MH-L;MH-R,1
70,162,7650,inter,left,242,True,3,MH-L;MH-R,1
89,139,8550,inter,left,243,True,3,MH-L;MH-R,1
102,209,12480,inter,left,244,True,3,MH-L;MH-R,1
74,226,9960,inter,left,245,True,3,MH-L;MH-R,1
85,225,13860,inter,left,246,True,3,MH-L;MH-R,1
113,140,4140,inter,left,247,True,3,MH-L;MH-R,1
61,140,11730,inter,left,248,True,3,MH-L;MH-R,1
91,138,14130,inter,left,249,True,3,MH-L;MH-R,1
96,129,14040,inter,left,250,True,3,MH-L;MH-R,1
60,190,13380,inter,left,251,True,3,MH-L;MH-R,1
42,218,10110,inter,left,252,True,3,MH-L;MH-R,1
70,182,10710,inter,left,253,True,3,MH-L;MH-R,1
80,232,4680,inter,left,254,True,3,MH-L;MH-R,1
24,208,4230,inter,left,255,True,3,MH-L;MH-R,1
32,123,12420,inter,left,256,True,3,MH-L;MH-R,1
80,127,7890,inter,left,257,True,3,MH-L;MH-R,1
96,127,14340,inter,left,258,True,3,MH-L;MH-R,1
18,226,14220,inter,left,259,True,3,MH-L;MH-R,1
20,221,8220,inter,left,260,True,3,MH-L;MH-R,1
3,166,14010,inter,left,261,True,3,MH-L;MH-R,1
35,145,11970,inter,left,262,True,3,MH-L;MH-R,1
20,140,9090,inter,left,263,True,3,MH-L;MH-R,1
40,234,7440,inter,left,264,True,3,MH-L;MH-R,1
71,158,8880,inter,left,265,True,3,MH-L;MH-R,1
74,142,8910,inter,left,266,True,3,MH-L;MH-R,1
43,129,4140,inter,left,267,True,3,MH-L;MH-R,1
114,192,6690,inter,left,268,True,3,MH-L;MH-R,1
66,200,10110,inter,left,269,True,3,MH-L;MH-R,1
26,220,9600,inter,left,270,True,3,MH-L;MH-R,1
51,180,12930,inter,left,271,True,3,MH-L;MH-R,1
71,158,8610,inter,left,272,True,3,MH-L;MH-R,1
98,186,12480,inter,left,273,True,3,MH-L;MH-R,1
106,159,8220,inter,left,274,True,3,MH-L;MH-R,1
10,121,5790,inter,left,275,True,3,MH-L;MH-R,1
60,134,5880,inter,left,276,True,3,MH-L;MH-R,1
72,128,8010,inter,left,277,True,3,MH-L;MH-R,1
7,169,4830,inter,left,278,True,3,MH-L;MH-R,1
83,200,4350,inter,left,279,True,3,MH-L;MH-R,1
72,236,7260,inter,left,280,True,3,MH-L;MH-R,1
114,168,12630,inter,left,281,True,3,MH-L;MH-R,1
77,150,3870,inter,left,282,True,3,MH-L;MH-R,1
87,177,11850,inter,left,283,True,3,MH-L;MH-R,1
7,150,4290,inter,left,284,True,3,MH-L;MH-R,1
35,198,4560,inter,left,285,True,3,MH-L;MH-R,1
30,148,11010,inter,left,286,True,3,MH-L;MH-R,1
4,170,8760,inter,left,287,True,3,MH-L;MH-R,1
52,142,14040,inter,left,288,True,3,MH-L;MH-R,1
104,220,14130,inter,left,289,True,3,MH-L;MH-R,1
28,130,3900,inter,left,290,True,3,MH-L;MH-R,1
13,204,12750,inter,left,291,True,3,MH-L;MH-R,1
47,203,12450,inter,left,292,True,3,MH-L;MH-R,1
53,205,8340,inter,left,293,True,3,MH-L;MH-R,1
60,178,12600,inter,left,294,True,3,MH-L;MH-R,1
99,168,4350,inter,left,295,True,3,MH-L;MH-R,1
82,168,9450,inter,left,296,True,3,MH-L;MH-R,1
52,142,13710,inter,left,297,True,3,MH-L;MH-R,1
30,226,11700,inter,left,298,True,3,MH-L;MH-R,1
10,142,4500,inter,left,299,True,3,MH-L;MH-R,1
112,231,9090,inter,left,300,True,3,MH-L;MH-R,1
111,150,6330,inter,left,301,True,3,MH-L;MH-R,1
105,185,3990,inter,left,302,True,3,MH-L;MH-R,1
25,198,13920,inter,left,303,True,3,MH-L;MH-R,1
73,188,13170,inter,left,304,True,3,MH-L;MH-R,1
94,197,12870,inter,left,305,True,3,MH-L;MH-R,1
24,193,6900,inter,left,306,True,3,MH-L;MH-R,1
68,189,10320,inter,left,307,True,3,MH-L;MH-R,1
37,199,11820,inter,left,308,True,3,MH-L;MH-R,1
51,123,7590,inter,left,309,True,3,MH-L;MH-R,1
51,217,9660,inter,left,310,True,3,MH-L;MH-R,1
82,157,10800,inter,left,311,True,3,MH-L;MH-R,1
75,224,6420,inter,left,312,True,3,MH-L;MH-R,1
75,159,9000,inter,left,313,True,3,MH-L;MH-R,1
81,129,9750,inter,left,314,True,3,MH-L;MH-R,1
109,227,8130,inter,left,315,True,3,MH-L;MH-R,1
89,206,4950,inter,left,316,True,3,MH-L;MH-R,1
39,131,11130,inter,left,317,True,3,MH-L;MH-R,1
77,190,14010,inter,left,318,True,3,MH-L;MH-R,1
71,217,4950,inter,left,319,True,3,MH-L;MH-R,1
92,177,7470,inter,left,320,True,3,MH-L;MH-R,1
72,167,7500,inter,left,321,True,3,MH-L;MH-R,1
108,134,13020,inter,left,322,True,3,MH-L;MH-R,1
100,185,8520,inter,left,323,True,3,MH-L;MH-R,1
8,149,8130,inter,left,324,True,3,MH-L;MH-R,1
45,123,11910,inter,left,325,True,3,MH-L;MH-R,1
89,164,14130,inter,left,326,True,3,MH-L;MH-R,1
114,124,5070,inter,left,327,True,3,MH-L;MH-R,1
27,205,4980,inter,left,328,True,3,MH-L;MH-R,1
76,121,6060,inter,left,329,True,3,MH-L;MH-R,1
103,144,9810,inter,left,330,True,3,MH-L;MH-R,1
63,121,5310,inter,left,331,True,3,MH-L;MH-R,1
18,173,10620,inter,left,332,True,3,MH-L;MH-R,1
78,155,12990,inter,left,333,True,3,MH-L;MH-R,1
101,211,8580,inter,left,334,True,3,MH-L;MH-R,1
41,145,14070,inter,left,335,True,3,MH-L;MH-R,1
108,121,4470,inter,left,336,True,3,MH-L;MH-R,1
80,212,7170,inter,left,337,True,3,MH-L;MH-R,1
96,180,3660,inter,left,338,True,3,MH-L;MH-R,1
85,174,14040,inter,left,339,True,3,MH-L;MH-R,1
98,208,8640,inter,left,340,True,3,MH-L;MH-R,1
23,174,7800,inter,left,341,True,3,MH-L;MH-R,1
44,204,6840,inter,left,342,True,3,MH-L;MH-R,1
25,166,7620,inter,left,343,True,3,MH-L;MH-R,1
5,205,10800,inter,left,344,True,3,MH-L;MH-R,1
44,167,9420,inter,left,345,True,3,MH-L;MH-R,1
6,163,12780,inter,left,346,True,3,MH-L;MH-R,1
102,121,3780,inter,left,347,True,3,MH-L;MH-R,1
26,178,5850,inter,left,348,True,3,MH-L;MH-R,1
72,182,5490,inter,left,349,True,3,MH-L;MH-R,1
54,152,10440,inter,left,350,True,3,MH-L;MH-R,1
112,154,9300,inter,left,351,True,3,MH-L;MH-R,1
4,124,11040,inter,left,352,True,3,MH-L;MH-R,1
19,131,14220,inter,left,353,True,3,MH-L;MH-R,1
18,191,10110,inter,left,354,True,3,MH-L;MH-R,1
106,162,8370,inter,left,355,True,3,MH-L;MH-R,1
10,171,9270,inter,left,356,True,3,MH-L;MH-R,1
36,200,7890,inter,left,357,True,3,MH-L;MH-R,1
6,181,12330,inter,left,358,True,3,MH-L;MH-R,1
103,181,6210,inter,left,359,True,3,MH-L;MH-R,1
87,149,10620,inter,left,360,True,3,MH-L;MH-R,1
16,186,5970,inter,left,361,True,3,MH-L;MH-R,1
15,134,6360,inter,left,362,True,3,MH-L;MH-R,1
88,195,6690,inter,left,363,True,3,MH-L;MH-R,1
94,161,9390,inter,left,364,True,3,MH-L;MH-R,1
102,150,9810,inter,left,365,True,3,MH-L;MH-R,1
74,122,6810,inter,left,366,True,3,MH-L;MH-R,1
11,198,4110,inter,left,367,True,3,MH-L;MH-R,1
63,174,13170,inter,left,368,True,3,MH-L;MH-R,1
62,233,9000,inter,left,369,True,3,MH-L;MH-R,1
77,195,5910,inter,left,370,True,3,MH-L;MH-R,1
64,184,4890,inter,left,371,True,3,MH-L;MH-R,1
58,191,13380,inter,left,372,True,3,MH-L;MH-R,1
75,166,13080,inter,left,373,True,3,MH-L;MH-R,1
16,179,9810,inter,left,374,True,3,MH-L;MH-R,1
111,230,5040,inter,left,375,True,3,MH-L;MH-R,1
58,159,6930,inter,left,376,True,3,MH-L;MH-R,1
15,223,10650,inter,left,377,True,3,MH-L;MH-R,1
25,135,7770,inter,left,378,True,3,MH-L;MH-R,1
18,208,12690,inter,left,379,True,3,MH-L;MH-R,1
106,190,12030,inter,left,380,True,3,MH-L;MH-R,1
6,133,5670,inter,left,381,True,3,MH-L;MH-R,1
42,148,5940,inter,left,382,True,3,MH-L;MH-R,1
8,187,9630,inter,left,383,True,3,MH-L;MH-R,1
81,200,5700,inter,left,384,True,3,MH-L;MH-R,1
7,215,6990,inter,left,385,True,3,MH-L;MH-R,1
91,207,10440,inter,left,386,True,3,MH-L;MH-R,1
107,152,7230,inter,left,387,True,3,MH-L;MH-R,1
32,166,3990,inter,left,388,True,3,MH-L;MH-R,1
37,230,11700,inter,left,389,True,3,MH-L;MH-R,1
6,191,11130,inter,left,390,True,3,MH-L;MH-R,1
95,169,5460,inter,left,391,True,3,MH-L;MH-R,1
66,205,3780,inter,left,392,True,3,MH-L;MH-R,1
51,223,12150,inter,left,393,True,3,MH-L;MH-R,1
9,148,11370,inter,left,394,True,3,MH-L;MH-R,1
75,177,8490,inter,left,395,True,3,MH-L;MH-R,1
89,232,5490,inter,left,396,True,3,MH-L;MH-R,1
31,232,9030,inter,left,397,True,3,MH-L;MH-R,1
104,193,12630,inter,left,398,True,3,MH-L;MH-R,1
23,174,7680,inter,left,399,True,3,MH-L;MH-R,1
105,154,9360,inter,left,400,True,3,MH-L;MH-R,1
13,134,9390,inter,left,401,True,3,MH-L;MH-R,1
40,146,9570,inter,left,402,True,3,MH-L;MH-R,1
32,147,8820,inter,left,403,True,3,MH-L;MH-R,1
107,213,9630,inter,left,404,True,3,MH-L;MH-R,1
97,171,11400,inter,left,405,True,3,MH-L;MH-R,1
24,147,4440,inter,left,406,True,3,MH-L;MH-R,1
50,228,11400,inter,left,407,True,3,MH-L;MH-R,1
72,232,4110,inter,left,408,True,3,MH-L;MH-R,1
92,143,12480,inter,left,409,True,3,MH-L;MH-R,1
78,228,9660,inter,left,410,True,3,MH-L;MH-R,1
39,236,7200,inter,left,411,True,3,MH-L;MH-R,1
66,184,13350,inter,left,412,True,3,MH-L;MH-R,1
77,130,9720,inter,left,413,True,3,MH-L;MH-R,1
88,165,7620,inter,left,414,True,3,MH-L;MH-R,1
86,155,3870,inter,left,415,True,3,MH-L;MH-R,1
26,182,13770,inter,left,416,True,3,MH-L;MH-R,1
46,133,11040,inter,left,417,True,3,MH-L;MH-R,1
104,157,13830,inter,left,418,True,3,MH-L;MH-R,1
38,164,7770,inter,left,419,True,3,MH-L;MH-R,1
30,175,5550,inter,left,420,True,3,MH-L;MH-R,1
32,141,6000,inter,left,421,True,3,MH-L;MH-R,1
8,232,11700,inter,left,422,True,3,MH-L;MH-R,1
51,156,13590,inter,left,423,True,3,MH-L;MH-R,1
59,125,11880,inter,left,424,True,3,MH-L;MH-R,1
96,147,4500,inter,left,425,True,3,MH-L;MH-R,1
90,180,5160,inter,left,426,True,3,MH-L;MH-R,1
28,192,9660,inter,left,427,True,3,MH-L;MH-R,1
90,150,3750,inter,left,428,True,3,MH-L;MH-R,1
67,212,13620,inter,left,429,True,3,MH-L;MH-R,1
60,227,4110,inter,left,430,True,3,MH-L;MH-R,1
29,191,13860,inter,left,431,True,3,MH-L;MH-R,1
49,145,4770,inter,left,432,True,3,MH-L;MH-R,1
21,127,5670,inter,left,433,True,3,MH-L;MH-R,1
57,176,9120,inter,left,434,True,3,MH-L;MH-R,1
5,189,6600,inter,left,435,True,3,MH-L;MH-R,1
70,151,12930,inter,left,436,True,3,MH-L;MH-R,1
8,156,12840,inter,left,437,True,3,MH-L;MH-R,1
89,153,14340,inter,left,438,True,3,MH-L;MH-R,1
45,160,14340,inter,left,439,True,3,MH-L;MH-R,1
86,132,7860,inter,left,440,True,3,MH-L;MH-R,1
106,177,7830,inter,left,441,True,3,MH-L;MH-R,1
39,155,5040,inter,left,442,True,3,MH-L;MH-R,1
48,206,11400,inter,left,443,True,3,MH-L;MH-R,1
68,166,13500,inter,left,444,True,3,MH-L;MH-R,1
99,195,12540,inter,left,445,True,3,MH-L;MH-R,1
18,140,5430,inter,left,446,True,3,MH-L;MH-R,1
102,207,10200,inter,left,447,True,3,MH-L;MH-R,1
95,148,13200,inter,left,448,True,3,MH-L;MH-R,1
27,121,9150,inter,left,449,True,3,MH-L;MH-R,1
163,41,9540,inter,right,450,True,3,MH-R;MH-L,1
190,27,8820,inter,right,451,True,3,MH-R;MH-L,1
218,5,5910,inter,right,452,True,3,MH-R;MH-L,1
152,28,10140,inter,right,453,True,3,MH-R;MH-L,1
232,26,6300,inter,right,454,True,3,MH-R;MH-L,1
214,107,10770,inter,right,455,True,3,MH-R;MH-L,1
130,2,12840,inter,right,456,True,3,MH-R;MH-L,1
143,74,12420,inter,right,457,True,3,MH-R;MH-L,1
147,93,13860,inter,right,458,True,3,MH-R;MH-L,1
221,78,3690,inter,right,459,True,3,MH-R;MH-L,1
157,3,3690,inter,right,460,True,3,MH-R;MH-L,1
226,9,6210,inter,right,461,True,3,MH-R;MH-L,1
236,38,13170,inter,right,462,True,3,MH-R;MH-L,1
