trip_id,stop_id,arrival_time,departure_time,stop_sequence
7-0-0,91-4,01:12:00,01:12:00,17
7-0-0,92-4,01:13:30,01:13:30,18
7-0-0,103-4,01:15:00,01:15:00,19
7-0-0,104-4,01:16:30,01:16:30,20
7-0-0,115-4,01:18:00,01:18:00,21
7-0-1,0-4,00:58:00,00:58:00,1
7-0-1,11-4,00:59:30,00:59:30,2
7-0-1,12-4,01:01:00,01:01:00,3
7-0-1,23-4,01:02:30,01:02:30,4
7-0-1,24-4,01:04:00,01:04:00,5
7-0-1,35-4,01:05:30,01:05:30,6
7-0-1,36-4,01:07:00,01:07:00,7
7-0-1,47-4,01:08:30,01:08:30,8
7-0-1,48-4,01:10:00,01:10:00,9
7-0-1,117-4,01:11:30,01:11:30,10
7-0-1,A-4,01:13:00,01:13:00,11
7-0-1,118-4,01:14:30,01:14:30,12
7-0-1,67-4,01:16:00,01:16:00,13
7-0-1,68-4,01:17:30,01:17:30,14
7-0-1,79-4,01:19:00,01:19:00,15
7-0-1,80-4,01:20:30,01:20:30,16
7-0-1,91-4,01:22:00,01:22:00,17
7-0-1,92-4,01:23:30,01:23:30,18
7-0-1,103-4,01:25:00,01:25:00,19
7-0-1,104-4,01:26:30,01:26:30,20
7-0-1,115-4,01:28:00,01:28:00,21
7-0-2,0-4,01:08:00,01:08:00,1
7-0-2,11-4,01:09:30,01:09:30,2
7-0-2,12-4,01:11:00,01:11:00,3
7-0-2,23-4,01:12:30,01:12:30,4
7-0-2,24-4,01:14:00,01:14:00,5
7-0-2,35-4,01:15:30,01:15:30,6
7-0-2,36-4,01:17:00,01:17:00,7
7-0-2,47-4,01:18:30,01:18:30,8
7-0-2,48-4,01:20:00,01:20:00,9
7-0-2,117-4,01:21:30,01:21:30,10
7-0-2,A-4,01:23:00,01:23:00,11
7-0-2,118-4,01:24:30,01:24:30,12
7-0-2,67-4,01:26:00,01:26:00,13
7-0-2,68-4,01:27:30,01:27:30,14
7-0-2,79-4,01:29:00,01:29:00,15
7-0-2,80-4,01:30:30,01:30:30,16
7-0-2,91-4,01:32:00,01:32:00,17
7-0-2,92-4,01:33:30,01:33:30,18
7-0-2,103-4,01:35:00,01:35:00,19
7-0-2,104-4,01:36:30,01:36:30,20
7-0-2,115-4,01:38:00,01:38:00,21
7-0-3,0-4,01:18:00,01:18:00,1
7-0-3,11-4,01:19:30,01:19:30,2
7-0-3,12-4,01:21:00,01:21:00,3
7-0-3,23-4,01:22:30,01:22:30,4
7-0-3,24-4,01:24:00,01:24:00,5
7-0-3,35-4,01:25:30,01:25:30,6
7-0-3,36-4,01:27:00,01:27:00,7
7-0-3,47-4,01:28:30,01:28:30,8
7-0-3,48-4,01:30:00,01:30:00,9
7-0-3,117-4,01:31:30,01:31:30,10
7-0-3,A-4,01:33:00,01:33:00,11
7-0-3,118-4,01:34:30,01:34:30,12
7-0-3,67-4,01:36:00,01:36:00,13
7-0-3,68-4,01:37:30,01:37:30,14
7-0-3,79-4,01:39:00,01:39:00,15
7-0-3,80-4,01:40:30,01:40:30,16
7-0-3,91-4,01:42:00,01:42:00,17
7-0-3,92-4,01:43:30,01:43:30,18
7-0-3,103-4,01:45:00,01:45:00,19
7-0-3,104-4,01:46:30,01:46:30,20
7-0-3,115-4,01:48:00,01:48:00,21
7-0-4,0-4,01:28:00,01:28:00,1
7-0-4,11-4,01:29:30,01:29:30,2
7-0-4,12-4,01:31:00,01:31:00,3
7-0-4,23-4,01:32:30,01:32:30,4
7-0-4,24-4,01:34:00,01:34:00,5
7-0-4,35-4,01:35:30,01:35:30,6
7-0-4,36-4,01:37:00,01:37:00,7
7-0-4,47-4,01:38:30,01:38:30,8
7-0-4,48-4,01:40:00,01:40:00,9
7-0-4,117-4,01:41:30,01:41:30,10
7-0-4,A-4,01:43:00,01:43:00,11
7-0-4,118-4,01:44:30,01:44:30,12
7-0-4,67-4,01:46:00,01:46:00,13
7-0-4,68-4,01:47:30,01:47:30,14
7-0-4,79-4,01:49:00,01:49:00,15
7-0-4,80-4,01:50:30,01:50:30,16
7-0-4,91-4,01:52:00,01:52:00,17
7-0-4,92-4,01:53:30,01:53:30,18
7-0-4,103-4,01:55:00,01:55:00,19
7-0-4,104-4,01:56:30,01:56:30,20
7-0-4,115-4,01:58:00,01:58:00,21
7-0-5,0-4,01:38:00,01:38:00,1
7-0-5,11-4,01:39:30,01:39:30,2
7-0-5,12-4,01:41:00,01:41:00,3
7-0-5,23-4,01:42:30,01:42:30,4
7-0-5,24-4,01:44:00,01:44:00,5
7-0-5,35-4,01:45:30,01:45:30,6
7-0-5,36-4,01:47:00,01:47:00,7
7-0-5,47-4,01:48:30,01:48:30,8
7-0-5,48-4,01:50:00,01:50:00,9
7-0-5,117-4,01:51:30,01:51:30,10
7-0-5,A-4,01:53:00,01:53:00,11
7-0-5,118-4,01:54:30,01:54:30,12
7-0-5,67-4,01:56:00,01:56:00,13
7-0-5,68-4,01:57:30,01:57:30,14
7-0-5,79-4,01:59:00,01:59:00,15
7-0-5,80-4,02:00:30,02:00:30,16
7-0-5,91-4,02:02:00,02:02:00,17
7-0-5,92-4,02:03:30,02:03:30,18
7-0-5,103-4,02:05:00,02:05:00,19
7-0-5,104-4,02:06:30,02:06:30,20
7-0-5,115-4,02:08:00,02:08:00,21
7-0-6,0-4,01:48:00,01:48:00,1
7-0-6,11-4,01:49:30,01:49:30,2
7-0-6,12-4,01:51:00,01:51:00,3
7-0-6,23-4,01:52:30,01:52:30,4
7-0-6,24-4,01:54:00,01:54:00,5
7-0-6,35-4,01:55:30,01:55:30,6
7-0-6,36-4,01:57:00,01:57:00,7
7-0-6,47-4,01:58:30,01:58:30,8
7-0-6,48-4,02:00:00,02:00:00,9
7-0-6,117-4,02:01:30,02:01:30,10
7-0-6,A-4,02:03:00,02:03:00,11
7-0-6,118-4,02:04:30,02:04:30,12
7-0-6,67-4,02:06:00,02:06:00,13
7-0-6,68-4,02:07:30,02:07:30,14
7-0-6,79-4,02:09:00,02:09:00,15
7-0-6,80-4,02:10:30,02:10:30,16
7-0-6,91-4,02:12:00,02:12:00,17
7-0-6,92-4,02:13:30,02:13:30,18
7-0-6,103-4,02:15:00,02:15:00,19
7-0-6,104-4,02:16:30,02:16:30,20
7-0-6,115-4,02:18:00,02:18:00,21
7-0-7,0-4,01:58:00,01:58:00,1
7-0-7,11-4,01:59:30,01:59:30,2
7-0-7,12-4,02:01:00,02:01:00,3
7-0-7,23-4,02:02:30,02:02:30,4
7-0-7,24-4,02:04:00,02:04:00,5
7-0-7,35-4,02:05:30,02:05:30,6
7-0-7,36-4,02:07:00,02:07:00,7
7-0-7,47-4,02:08:30,02:08:30,8
7-0-7,48-4,02:10:00,02:10:00,9
7-0-7,117-4,02:11:30,02:11:30,10
7-0-7,A-4,02:13:00,02:13:00,11
7-0-7,118-4,02:14:30,02:14:30,12
7-0-7,67-4,02:16:00,02:16:00,13
7-0-7,68-4,02:17:30,02:17:30,14
7-0-7,79-4,02:19:00,02:19:00,15
7-0-7,80-4,02:20:30,02:20:30,16
7-0-7,91-4,02:22:00,02:22:00,17
7-0-7,92-4,02:23:30,02:23:30,18
7-0-7,103-4,02:25:00,02:25:00,19
7-0-7,104-4,02:26:30,02:26:30,20
7-0-7,115-4,02:28:00,02:28:00,21
7-0-8,0-4,02:08:00,02:08:00,1
7-0-8,11-4,02:09:30,02:09:30,2
7-0-8,12-4,02:11:00,02:11:00,3
7-0-8,23-4,02:12:30,02:12:30,4
7-0-8,24-4,02:14:00,02:14:00,5
7-0-8,35-4,02:15:30,02:15:30,6
7-0-8,36-4,02:17:00,02:17:00,7
7-0-8,47-4,02:18:30,02:18:30,8
7-0-8,48-4,02:20:00,02:20:00,9
7-0-8,117-4,02:21:30,02:21:30,10
7-0-8,A-4,02:23:00,02:23:00,11
7-0-8,118-4,02:24:30,02:24:30,12
7-0-8,67-4,02:26:00,02:26:00,13
7-0-8,68-4,02:27:30,02:27:30,14
7-0-8,79-4,02:29:00,02:29:00,15
7-0-8,80-4,02:30:30,02:30:30,16
7-0-8,91-4,02:32:00,02:32:00,17
7-0-8,92-4,02:33:30,02:33:30,18
7-0-8,103-4,02:35:00,02:35:00,19
7-0-8,104-4,02:36:30,02:36:30,20
7-0-8,115-4,02:38:00,02:38:00,21
7-0-9,0-4,02:18:00,02:18:00,1
7-0-9,11-4,02:19:30,02:19:30,2
7-0-9,12-4,02:21:00,02:21:00,3
7-0-9,23-4,02:22:30,02:22:30,4
7-0-9,24-4,02:24:00,02:24:00,5
7-0-9,35-4,02:25:30,02:25:30,6
7-0-9,36-4,02:27:00,02:27:00,7
7-0-9,47-4,02:28:30,02:28:30,8
7-0-9,48-4,02:30:00,02:30:00,9
7-0-9,117-4,02:31:30,02:31:30,10
7-0-9,A-4,02:33:00,02:33:00,11
7-0-9,118-4,02:34:30,02:34:30,12
7-0-9,67-4,02:36:00,02:36:00,13
7-0-9,68-4,02:37:30,02:37:30,14
7-0-9,79-4,02:39:00,02:39:00,15
7-0-9,80-4,02:40:30,02:40:30,16
7-0-9,91-4,02:42:00,02:42:00,17
7-0-9,92-4,02:43:30,02:43:30,18
7-0-9,103-4,02:45:00,02:45:00,19
7-0-9,104-4,02:46:30,02:46:30,20
7-0-9,115-4,02:48:00,02:48:00,21
7-0-10,0-4,02:28:00,02:28:00,1
7-0-10,11-4,02:29:30,02:29:30,2
7-0-10,12-4,02:31:00,02:31:00,3
7-0-10,23-4,02:32:30,02:32:30,4
7-0-10,24-4,02:34:00,02:34:00,5
7-0-10,35-4,02:35:30,02:35:30,6
7-0-10,36-4,02:37:00,02:37:00,7
7-0-10,47-4,02:38:30,02:38:30,8
7-0-10,48-4,02:40:00,02:40:00,9
7-0-10,117-4,02:41:30,02:41:30,10
7-0-10,A-4,02:43:00,02:43:00,11
7-0-10,118-4,02:44:30,02:44:30,12
7-0-10,67-4,02:46:00,02:46:00,13
7-0-10,68-4,02:47:30,02:47:30,14
7-0-10,79-4,02:49:00,02:49:00,15
7-0-10,80-4,02:50:30,02:50:30,16
7-0-10,91-4,02:52:00,02:52:00,17
7-0-10,92-4,02:53:30,02:53:30,18
7-0-10,103-4,02:55:00,02:55:00,19
7-0-10,104-4,02:56:30,02:56:30,20
7-0-10,115-4,02:58:00,02:58:00,21
7-0-11,0-4,02:38:00,02:38:00,1
7-0-11,11-4,02:39:30,02:39:30,2
7-0-11,12-4,02:41:00,02:41:00,3
7-0-11,23-4,02:42:30,02:42:30,4
7-0-11,24-4,02:44:00,02:44:00,5
7-0-11,35-4,02:45:30,02:45:30,6
7-0-11,36-4,02:47:00,02:47:00,7
7-0-11,47-4,02:48:30,02:48:30,8
7-0-11,48-4,02:50:00,02:50:00,9
7-0-11,117-4,02:51:30,02:51:30,10
7-0-11,A-4,02:53:00,02:53:00,11
7-0-11,118-4,02:54:30,02:54:30,12
7-0-11,67-4,02:56:00,02:56:00,13
7-0-11,68-4,02:57:30,02:57:30,14
7-0-11,79-4,02:59:00,02:59:00,15
7-0-11,80-4,03:00:30,03:00:30,16
7-0-11,91-4,03:02:00,03:02:00,17
7-0-11,92-4,03:03:30,03:03:30,18
7-0-11,103-4,03:05:00,03:05:00,19
7-0-11,104-4,03:06:30,03:06:30,20
7-0-11,115-4,03:08:00,03:08:00,21
7-0-12,0-4,02:48:00,02:48:00,1
7-0-12,11-4,02:49:30,02:49:30,2
7-0-12,12-4,02:51:00,02:51:00,3
7-0-12,23-4,02:52:30,02:52:30,4
7-0-12,24-4,02:54:00,02:54:00,5
7-0-12,35-4,02:55:30,02:55:30,6
7-0-12,36-4,02:57:00,02:57:00,7
7-0-12,47-4,02:58:30,02:58:30,8
7-0-12,48-4,03:00:00,03:00:00,9
7-0-12,117-4,03:01:30,03:01:30,10
7-0-12,A-4,03:03:00,03:03:00,11
7-0-12,118-4,03:04:30,03:04:30,12
7-0-12,67-4,03:06:00,03:06:00,13
7-0-12,68-4,03:07:30,03:07:30,14
7-0-12,79-4,03:09:00,03:09:00,15
7-0-12,80-4,03:10:30,03:10:30,16
7-0-12,91-4,03:12:00,03:12:00,17
7-0-12,92-4,03:13:30,03:13:30,18
7-0-12,103-4,03:15:00,03:15:00,19
7-0-12,104-4,03:16:30,03:16:30,20
7-0-12,115-4,03:18:00,03:18:00,21
7-0-13,0-4,02:58:00,02:58:00,1
7-0-13,11-4,02:59:30,02:59:30,2
7-0-13,12-4,03:01:00,03:01:00,3
7-0-13,23-4,03:02:30,03:02:30,4
7-0-13,24-4,03:04:00,03:04:00,5
7-0-13,35-4,03:05:30,03:05:30,6
7-0-13,36-4,03:07:00,03:07:00,7
7-0-13,47-4,03:08:30,03:08:30,8
7-0-13,48-4,03:10:00,03:10:00,9
7-0-13,117-4,03:11:30,03:11:30,10
7-0-13,A-4,03:13:00,03:13:00,11
7-0-13,118-4,03:14:30,03:14:30,12
7-0-13,67-4,03:16:00,03:16:00,13
7-0-13,68-4,03:17:30,03:17:30,14
7-0-13,79-4,03:19:00,03:19:00,15
7-0-13,80-4,03:20:30,03:20:30,16
7-0-13,91-4,03:22:00,03:22:00,17
7-0-13,92-4,03:23:30,03:23:30,18
7-0-13,103-4,03:25:00,03:25:00,19
7-0-13,104-4,03:26:30,03:26:30,20
7-0-13,115-4,03:28:00,03:28:00,21
7-0-14,0-4,03:08:00,03:08:00,1
7-0-14,11-4,03:09:30,03:09:30,2
7-0-14,12-4,03:11:00,03:11:00,3
7-0-14,23-4,03:12:30,03:12:30,4
7-0-14,24-4,03:14:00,03:14:00,5
7-0-14,35-4,03:15:30,03:15:30,6
7-0-14,36-4,03:17:00,03:17:00,7
7-0-14,47-4,03:18:30,03:18:30,8
7-0-14,48-4,03:20:00,03:20:00,9
7-0-14,117-4,03:21:30,03:21:30,10
7-0-14,A-4,03:23:00,03:23:00,11
7-0-14,118-4,03:24:30,03:24:30,12
7-0-14,67-4,03:26:00,03:26:00,13
7-0-14,68-4,03:27:30,03:27:30,14
7-0-14,79-4,03:29:00,03:29:00,15
7-0-14,80-4,03:30:30,03:30:30,16
7-0-14,91-4,03:32:00,03:32:00,17
7-0-14,92-4,03:33:30,03:33:30,18
7-0-14,103-4,03:35:00,03:35:00,19
7-0-14,104-4,03:36:30,03:36:30,20
7-0-14,115-4,03:38:00,03:38:00,21
7-0-15,0-4,03:18:00,03:18:00,1
7-0-15,11-4,03:19:30,03:19:30,2
7-0-15,12-4,03:21:00,03:21:00,3
7-0-15,23-4,03:22:30,03:22:30,4
7-0-15,24-4,03:24:00,03:24:00,5
7-0-15,35-4,03:25:30,03:25:30,6
7-0-15,36-4,03:27:00,03:27:00,7
7-0-15,47-4,03:28:30,03:28:30,8
7-0-15,48-4,03:30:00,03:30:00,9
7-0-15,117-4,03:31:30,03:31:30,10
7-0-15,A-4,03:33:00,03:33:00,11
7-0-15,118-4,03:34:30,03:34:30,12
7-0-15,67-4,03:36:00,03:36:00,13
7-0-15,68-4,03:37:30,03:37:30,14
7-0-15,79-4,03:39:00,03:39:00,15
7-0-15,80-4,03:40:30,03:40:30,16
7-0-15,91-4,03:42:00,03:42:00,17
7-0-15,92-4,03:43:30,03:43:30,18
7-0-15,103-4,03:45:00,03:45:00,19
7-0-15,104-4,03:46:30,03:46:30,20
7-0-15,115-4,03:48:00,03:48:00,21
7-0-16,0-4,03:28:00,03:28:00,1
7-0-16,11-4,03:29:30,03:29:30,2
7-0-16,12-4,03:31:00,03:31:00,3
7-0-16,23-4,03:32:30,03:32:30,4
7-0-16,24-4,03:34:00,03:34:00,5
7-0-16,35-4,03:35:30,03:35:30,6
7-0-16,36-4,03:37:00,03:37:00,7
7-0-16,47-4,03:38:30,03:38:30,8
7-0-16,48-4,03:40:00,03:40:00,9
7-0-16,117-4,03:41:30,03:41:30,10
7-0-16,A-4,03:43:00,03:43:00,11
7-0-16,118-4,03:44:30,03:44:30,12
7-0-16,67-4,03:46:00,03:46:00,13
7-0-16,68-4,03:47:30,03:47:30,14
7-0-16,79-4,03:49:00,03:49:00,15
7-0-16,80-4,03:50:30,03:50:30,16
7-0-16,91-4,03:52:00,03:52:00,17
7-0-16,92-4,03:53:30,03:53:30,18
7-0-16,103-4,03:55:00,03:55:00,19
7-0-16,104-4,03:56:30,03:56:30,20
7-0-16,115-4,03:58:00,03:58:00,21
7-0-17,0-4,03:38:00,03:38:00,1
7-0-17,11-4,03:39:30,03:39:30,2
7-0-17,12-4,03:41:00,03:41:00,3
7-0-17,23-4,03:42:30,03:42:30,4
7-0-17,24-4,03:44:00,03:44:00,5
7-0-17,35-4,03:45:30,03:45:30,6
7-0-17,36-4,03:47:00,03:47:00,7
7-0-17,47-4,03:48:30,03:48:30,8
7-0-17,48-4,03:50:00,03:50:00,9
7-0-17,117-4,03:51:30,03:51:30,10
7-0-17,A-4,03:53:00,03:53:00,11
7-0-17,118-4,03:54:30,03:54:30,12
7-0-17,67-4,03:56:00,03:56:00,13
7-0-17,68-4,03:57:30,03:57:30,14
7-0-17,79-4,03:59:00,03:59:00,15
7-0-17,80-4,04:00:30,04:00:30,16
7-0-17,91-4,04:02:00,04:02:00,17
7-0-17,92-4,04:03:30,04:03:30,18
7-0-17,103-4,04:05:00,04:05:00,19
7-0-17,104-4,04:06:30,04:06:30,20
7-0-17,115-4,04:08:00,04:08:00,21
7-0-18,0-4,03:48:00,03:48:00,1
7-0-18,11-4,03:49:30,03:49:30,2
7-0-18,12-4,03:51:00,03:51:00,3
7-0-18,23-4,03:52:30,03:52:30,4
7-0-18,24-4,03:54:00,03:54:00,5
7-0-18,35-4,03:55:30,03:55:30,6
7-0-18,36-4,03:57:00,03:57:00,7
7-0-18,47-4,03:58:30,03:58:30,8
7-0-18,48-4,04:00:00,04:00:00,9
7-0-18,117-4,04:01:30,04:01:30,10
7-0-18,A-4,04:03:00,04:03:00,11
7-0-18,118-4,04:04:30,04:04:30,12
7-0-18,67-4,04:06:00,04:06:00,13
7-0-18,68-4,04:07:30,04:07:30,14
7-0-18,79-4,04:09:00,04:09:00,15
7-0-18,80-4,04:10:30,04:10:30,16
7-0-18,91-4,04:12:00,04:12:00,17
7-0-18,92-4,04:13:30,04:13:30,18
7-0-18,103-4,04:15:00,04:15:00,19
7-0-18,104-4,04:16:30,04:16:30,20
7-0-18,115-4,04:18:00,04:18:00,21
7-0-19,0-4,03:58:00,03:58:00,1
7-0-19,11-4,03:59:30,03:59:30,2
7-0-19,12-4,04:01:00,04:01:00,3
7-0-19,23-4,04:02:30,04:02:30,4
7-0-19,24-4,04:04:00,04:04:00,5
7-0-19,35-4,04:05:30,04:05:30,6
7-0-19,36-4,04:07:00,04:07:00,7
7-0-19,47-4,04:08:30,04:08:30,8
7-0-19,48-4,04:10:00,04:10:00,9
7-0-19,117-4,04:11:30,04:11:30,10
7-0-19,A-4,04:13:00,04:13:00,11
7-0-19,118-4,04:14:30,04:14:30,12
7-0-19,67-4,04:16:00,04:16:00,13
7-0-19,68-4,04:17:30,04:17:30,14
7-0-19,79-4,04:19:00,04:19:00,15
7-0-19,80-4,04:20:30,04:20:30,16
7-0-19,91-4,04:22:00,04:22:00,17
7-0-19,92-4,04:23:30,04:23:30,18
7-0-19,103-4,04:25:00,04:25:00,19
7-0-19,104-4,04:26:30,04:26:30,20
7-0-19,115-4,04:28:00,04:28:00,21
7-0-20,0-4,04:08:00,04:08:00,1
7-0-20,11-4,04:09:30,04:09:30,2
7-0-20,12-4,04:11:00,04:11:00,3
7-0-20,23-4,04:12:30,04:12:30,4
7-0-20,24-4,04:14:00,04:14:00,5
7-0-20,35-4,04:15:30,04:15:30,6
7-0-20,36-4,04:17:00,04:17:00,7
7-0-20,47-4,04:18:30,04:18:30,8
7-0-20,48-4,04:20:00,04:20:00,9
7-0-20,117-4,04:21:30,04:21:30,10
7-0-20,A-4,04:23:00,04:23:00,11
7-0-20,118-4,04:24:30,04:24:30,12
7-0-20,67-4,04:26:00,04:26:00,13
7-0-20,68-4,04:27:30,04:27:30,14
7-0-20,79-4,04:29:00,04:29:00,15
7-0-20,80-4,04:30:30,04:30:30,16
7-0-20,91-4,04:32:00,04:32:00,17
7-0-20,92-4,04:33:30,04:33:30,18
7-0-20,103-4,04:35:00,04:35:00,19
7-0-20,104-4,04:36:30,04:36:30,20
7-0-20,115-4,04:38:00,04:38:00,21
7-0-21,0-4,04:18:00,04:18:00,1
7-0-21,11-4,04:19:30,04:19:30,2
7-0-21,12-4,04:21:00,04:21:00,3
7-0-21,23-4,04:22:30,04:22:30,4
7-0-21,24-4,04:24:00,04:24:00,5
7-0-21,35-4,04:25:30,04:25:30,6
7-0-21,36-4,04:27:00,04:27:00,7
7-0-21,47-4,04:28:30,04:28:30,8
7-0-21,48-4,04:30:00,04:30:00,9
7-0-21,117-4,04:31:30,04:31:30,10
7-0-21,A-4,04:33:00,04:33:00,11
7-0-21,118-4,04:34:30,04:34:30,12
7-0-21,67-4,04:36:00,04:36:00,13
7-0-21,68-4,04:37:30,04:37:30,14
7-0-21,79-4,04:39:00,04:39:00,15
7-0-21,80-4,04:40:30,04:40:30,16
7-0-21,91-4,04:42:00,04:42:00,17
7-0-21,92-4,04:43:30,04:43:30,18
7-0-21,103-4,04:45:00,04:45:00,19
7-0-21,104-4,04:46:30,04:46:30,20
7-0-21,115-4,04:48:00,04:48:00,21
7-0-22,0-4,04:28:00,04:28:00,1
7-0-22,11-4,04:29:30,04:29:30,2
7-0-22,12-4,04:31:00,04:31:00,3
7-0-22,23-4,04:32:30,04:32:30,4
7-0-22,24-4,04:34:00,04:34:00,5
7-0-22,35-4,04:35:30,04:35:30,6
7-0-22,36-4,04:37:00,04:37:00,7
7-0-22,47-4,04:38:30,04:38:30,8
7-0-22,48-4,04:40:00,04:40:00,9
7-0-22,117-4,04:41:30,04:41:30,10
7-0-22,A-4,04:43:00,04:43:00,11
7-0-22,118-4,04:44:30,04:44:30,12
7-0-22,67-4,04:46:00,04:46:00,13
7-0-22,68-4,04:47:30,04:47:30,14
7-0-22,79-4,04:49:00,04:49:00,15
7-0-22,80-4,04:50:30,04:50:30,16
7-0-22,91-4,04:52:00,04:52:00,17
7-0-22,92-4,04:53:30,04:53:30,18
7-0-22,103-4,04:55:00,04:55:00,19
7-0-22,104-4,04:56:30,04:56:30,20
7-0-22,115-4,04:58:00,04:58:00,21
7-0-23,0-4,04:38:00,04:38:00,1
7-0-23,11-4,04:39:30,04:39:30,2
7-0-23,12-4,04:41:00,04:41:00,3
7-0-23,23-4,04:42:30,04:42:30,4
7-0-23,24-4,04:44:00,04:44:00,5
7-0-23,35-4,04:45:30,04:45:30,6
7-0-23,36-4,04:47:00,04:47:00,7
7-0-23,47-4,04:48:30,04:48:30,8
7-0-23,48-4,04:50:00,04:50:00,9
7-0-23,117-4,04:51:30,04:51:30,10
7-0-23,A-4,04:53:00,04:53:00,11
7-0-23,118-4,04:54:30,04:54:30,12
7-0-23,67-4,04:56:00,04:56:00,13
7-0-23,68-4,04:57:30,04:57:30,14
