scenario_name,rq_file,op_fleet_composition,initial_state_scenario,gtfs_name,sim_start_date,op_rh_reservation_max_routes,broker_type,start_time,end_time,op_max_detour_time_factor,op_max_wait_time
amod-100-0-30-TPCS-30-300-10-3-3600-14400,amod_ds100_dsr0_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-10,20250101,6,PTBrokerTPCS,3600,14400,30,300
amod-100-0-30-TPCS-30-300-20-3-3600-14400,amod_ds100_dsr0_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-20,20250101,6,PTBrokerTPCS,3600,14400,30,300
amod-100-0-30-TPCS-30-300-30-3-3600-14400,amod_ds100_dsr0_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-30,20250101,6,PTBrokerTPCS,3600,14400,30,300
amod-100-0-30-TPCS-30-600-10-3-3600-14400,amod_ds100_dsr0_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-10,20250101,6,PTBrokerTPCS,3600,14400,30,600
amod-100-0-30-TPCS-30-600-20-3-3600-14400,amod_ds100_dsr0_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-20,20250101,6,PTBrokerTPCS,3600,14400,30,600
amod-100-0-30-TPCS-30-600-30-3-3600-14400,amod_ds100_dsr0_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-30,20250101,6,PTBrokerTPCS,3600,14400,30,600
amod-100-0-30-TPCS-30-900-10-3-3600-14400,amod_ds100_dsr0_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-10,20250101,6,PTBrokerTPCS,3600,14400,30,900
amod-100-0-30-TPCS-30-900-20-3-3600-14400,amod_ds100_dsr0_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-20,20250101,6,PTBrokerTPCS,3600,14400,30,900
amod-100-0-30-TPCS-30-900-30-3-3600-14400,amod_ds100_dsr0_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-30,20250101,6,PTBrokerTPCS,3600,14400,30,900
amod-100-0-30-TPCS-60-300-10-3-3600-14400,amod_ds100_dsr0_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-10,20250101,6,PTBrokerTPCS,3600,14400,60,300
amod-100-0-30-TPCS-60-300-20-3-3600-14400,amod_ds100_dsr0_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-20,20250101,6,PTBrokerTPCS,3600,14400,60,300
amod-100-0-30-TPCS-60-300-30-3-3600-14400,amod_ds100_dsr0_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-30,20250101,6,PTBrokerTPCS,3600,14400,60,300
amod-100-0-30-TPCS-60-600-10-3-3600-14400,amod_ds100_dsr0_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-10,20250101,6,PTBrokerTPCS,3600,14400,60,600
amod-100-0-30-TPCS-60-600-20-3-3600-14400,amod_ds100_dsr0_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-20,20250101,6,PTBrokerTPCS,3600,14400,60,600
amod-100-0-30-TPCS-60-600-30-3-3600-14400,amod_ds100_dsr0_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-30,20250101,6,PTBrokerTPCS,3600,14400,60,600
amod-100-0-30-TPCS-60-900-10-3-3600-14400,amod_ds100_dsr0_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-10,20250101,6,PTBrokerTPCS,3600,14400,60,900
amod-100-0-30-TPCS-60-900-20-3-3600-14400,amod_ds100_dsr0_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-20,20250101,6,PTBrokerTPCS,3600,14400,60,900
amod-100-0-30-TPCS-60-900-30-3-3600-14400,amod_ds100_dsr0_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-30,20250101,6,PTBrokerTPCS,3600,14400,60,900
amod-100-0-30-TPCS-90-300-10-3-3600-14400,amod_ds100_dsr0_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-10,20250101,6,PTBrokerTPCS,3600,14400,90,300
amod-100-0-30-TPCS-90-300-20-3-3600-14400,amod_ds100_dsr0_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-20,20250101,6,PTBrokerTPCS,3600,14400,90,300
amod-100-0-30-TPCS-90-300-30-3-3600-14400,amod_ds100_dsr0_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-30,20250101,6,PTBrokerTPCS,3600,14400,90,300
amod-100-0-30-TPCS-90-600-10-3-3600-14400,amod_ds100_dsr0_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-10,20250101,6,PTBrokerTPCS,3600,14400,90,600
amod-100-0-30-TPCS-90-600-20-3-3600-14400,amod_ds100_dsr0_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-20,20250101,6,PTBrokerTPCS,3600,14400,90,600
amod-100-0-30-TPCS-90-600-30-3-3600-14400,amod_ds100_dsr0_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-30,20250101,6,PTBrokerTPCS,3600,14400,90,600
amod-100-0-30-TPCS-90-900-10-3-3600-14400,amod_ds100_dsr0_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-10,20250101,6,PTBrokerTPCS,3600,14400,90,900
amod-100-0-30-TPCS-90-900-20-3-3600-14400,amod_ds100_dsr0_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-20,20250101,6,PTBrokerTPCS,3600,14400,90,900
amod-100-0-30-TPCS-90-900-30-3-3600-14400,amod_ds100_dsr0_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-30,20250101,6,PTBrokerTPCS,3600,14400,90,900
amod-100-20-30-default-30-300-10-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-10,20250101,6,PTBrokerDefault,3600,14400,30,300
amod-100-20-30-default-30-300-20-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-20,20250101,6,PTBrokerDefault,3600,14400,30,300
amod-100-20-30-default-30-300-30-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-30,20250101,6,PTBrokerDefault,3600,14400,30,300
amod-100-20-30-default-30-600-10-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-10,20250101,6,PTBrokerDefault,3600,14400,30,600
amod-100-20-30-default-30-600-20-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-20,20250101,6,PTBrokerDefault,3600,14400,30,600
amod-100-20-30-default-30-600-30-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-30,20250101,6,PTBrokerDefault,3600,14400,30,600
amod-100-20-30-default-30-900-10-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-10,20250101,6,PTBrokerDefault,3600,14400,30,900
amod-100-20-30-default-30-900-20-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-20,20250101,6,PTBrokerDefault,3600,14400,30,900
amod-100-20-30-default-30-900-30-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-30,20250101,6,PTBrokerDefault,3600,14400,30,900
amod-100-20-30-default-60-300-10-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-10,20250101,6,PTBrokerDefault,3600,14400,60,300
amod-100-20-30-default-60-300-20-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-20,20250101,6,PTBrokerDefault,3600,14400,60,300
amod-100-20-30-default-60-300-30-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-30,20250101,6,PTBrokerDefault,3600,14400,60,300
amod-100-20-30-default-60-600-10-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-10,20250101,6,PTBrokerDefault,3600,14400,60,600
amod-100-20-30-default-60-600-20-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-20,20250101,6,PTBrokerDefault,3600,14400,60,600
amod-100-20-30-default-60-600-30-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-30,20250101,6,PTBrokerDefault,3600,14400,60,600
amod-100-20-30-default-60-900-10-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-10,20250101,6,PTBrokerDefault,3600,14400,60,900
amod-100-20-30-default-60-900-20-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-20,20250101,6,PTBrokerDefault,3600,14400,60,900
amod-100-20-30-default-60-900-30-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-30,20250101,6,PTBrokerDefault,3600,14400,60,900
amod-100-20-30-default-90-300-10-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-10,20250101,6,PTBrokerDefault,3600,14400,90,300
amod-100-20-30-default-90-300-20-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-20,20250101,6,PTBrokerDefault,3600,14400,90,300
amod-100-20-30-default-90-300-30-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-30,20250101,6,PTBrokerDefault,3600,14400,90,300
amod-100-20-30-default-90-600-10-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-10,20250101,6,PTBrokerDefault,3600,14400,90,600
amod-100-20-30-default-90-600-20-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-20,20250101,6,PTBrokerDefault,3600,14400,90,600
amod-100-20-30-default-90-600-30-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-30,20250101,6,PTBrokerDefault,3600,14400,90,600
amod-100-20-30-default-90-900-10-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-10,20250101,6,PTBrokerDefault,3600,14400,90,900
amod-100-20-30-default-90-900-20-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-20,20250101,6,PTBrokerDefault,3600,14400,90,900
amod-100-20-30-default-90-900-30-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-30,20250101,6,PTBrokerDefault,3600,14400,90,900
amod-100-20-30-TPCS-30-300-10-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-10,20250101,6,PTBrokerTPCS,3600,14400,30,300
amod-100-20-30-TPCS-30-300-20-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-20,20250101,6,PTBrokerTPCS,3600,14400,30,300
amod-100-20-30-TPCS-30-300-30-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-30,20250101,6,PTBrokerTPCS,3600,14400,30,300
amod-100-20-30-TPCS-30-600-10-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-10,20250101,6,PTBrokerTPCS,3600,14400,30,600
amod-100-20-30-TPCS-30-600-20-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-20,20250101,6,PTBrokerTPCS,3600,14400,30,600
amod-100-20-30-TPCS-30-600-30-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-30,20250101,6,PTBrokerTPCS,3600,14400,30,600
amod-100-20-30-TPCS-30-900-10-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-10,20250101,6,PTBrokerTPCS,3600,14400,30,900
amod-100-20-30-TPCS-30-900-20-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-20,20250101,6,PTBrokerTPCS,3600,14400,30,900
amod-100-20-30-TPCS-30-900-30-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-30,20250101,6,PTBrokerTPCS,3600,14400,30,900
amod-100-20-30-TPCS-60-300-10-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-10,20250101,6,PTBrokerTPCS,3600,14400,60,300
amod-100-20-30-TPCS-60-300-20-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-20,20250101,6,PTBrokerTPCS,3600,14400,60,300
amod-100-20-30-TPCS-60-300-30-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-30,20250101,6,PTBrokerTPCS,3600,14400,60,300
amod-100-20-30-TPCS-60-600-10-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-10,20250101,6,PTBrokerTPCS,3600,14400,60,600
amod-100-20-30-TPCS-60-600-20-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-20,20250101,6,PTBrokerTPCS,3600,14400,60,600
amod-100-20-30-TPCS-60-600-30-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-30,20250101,6,PTBrokerTPCS,3600,14400,60,600
amod-100-20-30-TPCS-60-900-10-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-10,20250101,6,PTBrokerTPCS,3600,14400,60,900
amod-100-20-30-TPCS-60-900-20-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-20,20250101,6,PTBrokerTPCS,3600,14400,60,900
amod-100-20-30-TPCS-60-900-30-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-30,20250101,6,PTBrokerTPCS,3600,14400,60,900
amod-100-20-30-TPCS-90-300-10-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-10,20250101,6,PTBrokerTPCS,3600,14400,90,300
amod-100-20-30-TPCS-90-300-20-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-20,20250101,6,PTBrokerTPCS,3600,14400,90,300
amod-100-20-30-TPCS-90-300-30-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-30,20250101,6,PTBrokerTPCS,3600,14400,90,300
amod-100-20-30-TPCS-90-600-10-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-10,20250101,6,PTBrokerTPCS,3600,14400,90,600
amod-100-20-30-TPCS-90-600-20-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-20,20250101,6,PTBrokerTPCS,3600,14400,90,600
amod-100-20-30-TPCS-90-600-30-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-30,20250101,6,PTBrokerTPCS,3600,14400,90,600
amod-100-20-30-TPCS-90-900-10-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-10,20250101,6,PTBrokerTPCS,3600,14400,90,900
amod-100-20-30-TPCS-90-900-20-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-20,20250101,6,PTBrokerTPCS,3600,14400,90,900
amod-100-20-30-TPCS-90-900-30-3-3600-14400,amod_ds100_dsr20_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-30,20250101,6,PTBrokerTPCS,3600,14400,90,900
amod-100-40-30-default-30-300-10-3-3600-14400,amod_ds100_dsr40_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-10,20250101,6,PTBrokerDefault,3600,14400,30,300
amod-100-40-30-default-30-300-20-3-3600-14400,amod_ds100_dsr40_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-20,20250101,6,PTBrokerDefault,3600,14400,30,300
amod-100-40-30-default-30-300-30-3-3600-14400,amod_ds100_dsr40_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-30,20250101,6,PTBrokerDefault,3600,14400,30,300
amod-100-40-30-default-30-600-10-3-3600-14400,amod_ds100_dsr40_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-10,20250101,6,PTBrokerDefault,3600,14400,30,600
amod-100-40-30-default-30-600-20-3-3600-14400,amod_ds100_dsr40_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-20,20250101,6,PTBrokerDefault,3600,14400,30,600
amod-100-40-30-default-30-600-30-3-3600-14400,amod_ds100_dsr40_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-30,20250101,6,PTBrokerDefault,3600,14400,30,600
amod-100-40-30-default-30-900-10-3-3600-14400,amod_ds100_dsr40_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-10,20250101,6,PTBrokerDefault,3600,14400,30,900
amod-100-40-30-default-30-900-20-3-3600-14400,amod_ds100_dsr40_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-20,20250101,6,PTBrokerDefault,3600,14400,30,900
amod-100-40-30-default-30-900-30-3-3600-14400,amod_ds100_dsr40_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-30,20250101,6,PTBrokerDefault,3600,14400,30,900
amod-100-40-30-default-60-300-10-3-3600-14400,amod_ds100_dsr40_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-10,20250101,6,PTBrokerDefault,3600,14400,60,300
amod-100-40-30-default-60-300-20-3-3600-14400,amod_ds100_dsr40_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-20,20250101,6,PTBrokerDefault,3600,14400,60,300
amod-100-40-30-default-60-300-30-3-3600-14400,amod_ds100_dsr40_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-30,20250101,6,PTBrokerDefault,3600,14400,60,300
amod-100-40-30-default-60-600-10-3-3600-14400,amod_ds100_dsr40_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-10,20250101,6,PTBrokerDefault,3600,14400,60,600
amod-100-40-30-default-60-600-20-3-3600-14400,amod_ds100_dsr40_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-20,20250101,6,PTBrokerDefault,3600,14400,60,600
amod-100-40-30-default-60-600-30-3-3600-14400,amod_ds100_dsr40_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-30,20250101,6,PTBrokerDefault,3600,14400,60,600
amod-100-40-30-default-60-900-10-3-3600-14400,amod_ds100_dsr40_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-10,20250101,6,PTBrokerDefault,3600,14400,60,900
amod-100-40-30-default-60-900-20-3-3600-14400,amod_ds100_dsr40_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-20,20250101,6,PTBrokerDefault,3600,14400,60,900
amod-100-40-30-default-60-900-30-3-3600-14400,amod_ds100_dsr40_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-30,20250101,6,PTBrokerDefault,3600,14400,60,900
amod-100-40-30-default-90-300-10-3-3600-14400,amod_ds100_dsr40_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-10,20250101,6,PTBrokerDefault,3600,14400,90,300
amod-100-40-30-default-90-300-20-3-3600-14400,amod_ds100_dsr40_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-20,20250101,6,PTBrokerDefault,3600,14400,90,300
amod-100-40-30-default-90-300-30-3-3600-14400,amod_ds100_dsr40_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-30,20250101,6,PTBrokerDefault,3600,14400,90,300
amod-100-40-30-default-90-600-10-3-3600-14400,amod_ds100_dsr40_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-10,20250101,6,PTBrokerDefault,3600,14400,90,600
amod-100-40-30-default-90-600-20-3-3600-14400,amod_ds100_dsr40_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-20,20250101,6,PTBrokerDefault,3600,14400,90,600
amod-100-40-30-default-90-600-30-3-3600-14400,amod_ds100_dsr40_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-30,20250101,6,PTBrokerDefault,3600,14400,90,600
amod-100-40-30-default-90-900-10-3-3600-14400,amod_ds100_dsr40_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-10,20250101,6,PTBrokerDefault,3600,14400,90,900
amod-100-40-30-default-90-900-20-3-3600-14400,amod_ds100_dsr40_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-20,20250101,6,PTBrokerDefault,3600,14400,90,900
amod-100-40-30-default-90-900-30-3-3600-14400,amod_ds100_dsr40_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-30,20250101,6,PTBrokerDefault,3600,14400,90,900
amod-100-40-30-TPCS-30-300-10-3-3600-14400,amod_ds100_dsr40_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-10,20250101,6,PTBrokerTPCS,3600,14400,30,300
amod-100-40-30-TPCS-30-300-20-3-3600-14400,amod_ds100_dsr40_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-20,20250101,6,PTBrokerTPCS,3600,14400,30,300
amod-100-40-30-TPCS-30-300-30-3-3600-14400,amod_ds100_dsr40_rs3.csv,default_vehtype:30,vehicle_positions_30-3,train-headway-30,20250101,6,PTBrokerTPCS,3600,14400,30,300
