trip_id,arrival_time,departure_time,stop_id,stop_sequence
IE-37-0,3:35:00,3:35:00,B-0,2
IE-38-0,3:10:00,3:10:00,A-0,1
IE-38-0,3:40:00,3:40:00,B-0,2
IE-39-0,3:15:00,3:15:00,A-0,1
IE-39-0,3:45:00,3:45:00,B-0,2
IE-40-0,3:20:00,3:20:00,A-0,1
IE-40-0,3:50:00,3:50:00,B-0,2
IE-41-0,3:25:00,3:25:00,A-0,1
IE-41-0,3:55:00,3:55:00,B-0,2
IE-42-0,3:30:00,3:30:00,A-0,1
IE-42-0,4:00:00,4:00:00,B-0,2
IE-43-0,3:35:00,3:35:00,A-0,1
IE-43-0,4:05:00,4:05:00,B-0,2
IE-44-0,3:40:00,3:40:00,A-0,1
IE-44-0,4:10:00,4:10:00,B-0,2
IE-45-0,3:45:00,3:45:00,A-0,1
IE-45-0,4:15:00,4:15:00,B-0,2
IE-46-0,3:50:00,3:50:00,A-0,1
IE-46-0,4:20:00,4:20:00,B-0,2
IE-47-0,3:55:00,3:55:00,A-0,1
IE-47-0,4:25:00,4:25:00,B-0,2
IE-48-0,4:00:00,4:00:00,A-0,1
IE-48-0,4:30:00,4:30:00,B-0,2
IE-49-0,4:05:00,4:05:00,A-0,1
IE-49-0,4:35:00,4:35:00,B-0,2
IE-50-0,4:10:00,4:10:00,A-0,1
IE-50-0,4:40:00,4:40:00,B-0,2
IE-51-0,4:15:00,4:15:00,A-0,1
IE-51-0,4:45:00,4:45:00,B-0,2
IE-52-0,4:20:00,4:20:00,A-0,1
IE-52-0,4:50:00,4:50:00,B-0,2
IE-53-0,4:25:00,4:25:00,A-0,1
IE-53-0,4:55:00,4:55:00,B-0,2
IE-54-0,4:30:00,4:30:00,A-0,1
IE-54-0,5:00:00,5:00:00,B-0,2
IE-55-0,4:35:00,4:35:00,A-0,1
IE-55-0,5:05:00,5:05:00,B-0,2
IE-56-0,4:40:00,4:40:00,A-0,1
IE-56-0,5:10:00,5:10:00,B-0,2
IE-57-0,4:45:00,4:45:00,A-0,1
IE-57-0,5:15:00,5:15:00,B-0,2
IE-58-0,4:50:00,4:50:00,A-0,1
IE-58-0,5:20:00,5:20:00,B-0,2
IE-59-0,4:55:00,4:55:00,A-0,1
IE-59-0,5:25:00,5:25:00,B-0,2
IE-60-0,5:00:00,5:00:00,A-0,1
IE-60-0,5:30:00,5:30:00,B-0,2
IE-61-0,5:05:00,5:05:00,A-0,1
IE-61-0,5:35:00,5:35:00,B-0,2
IE-62-0,5:10:00,5:10:00,A-0,1
IE-62-0,5:40:00,5:40:00,B-0,2
IE-63-0,5:15:00,5:15:00,A-0,1
IE-63-0,5:45:00,5:45:00,B-0,2
IE-64-0,5:20:00,5:20:00,A-0,1
IE-64-0,5:50:00,5:50:00,B-0,2
IE-65-0,5:25:00,5:25:00,A-0,1
IE-65-0,5:55:00,5:55:00,B-0,2
IE-66-0,5:30:00,5:30:00,A-0,1
IE-66-0,6:00:00,6:00:00,B-0,2
IE-67-0,5:35:00,5:35:00,A-0,1
IE-67-0,6:05:00,6:05:00,B-0,2
IE-68-0,5:40:00,5:40:00,A-0,1
IE-68-0,6:10:00,6:10:00,B-0,2
IE-69-0,5:45:00,5:45:00,A-0,1
IE-69-0,6:15:00,6:15:00,B-0,2
IE-70-0,5:50:00,5:50:00,A-0,1
IE-70-0,6:20:00,6:20:00,B-0,2
IE-71-0,5:55:00,5:55:00,A-0,1
IE-71-0,6:25:00,6:25:00,B-0,2
IE-72-0,6:00:00,6:00:00,A-0,1
IE-72-0,6:30:00,6:30:00,B-0,2
IE-73-0,6:05:00,6:05:00,A-0,1
IE-73-0,6:35:00,6:35:00,B-0,2
IE-74-0,6:10:00,6:10:00,A-0,1
IE-74-0,6:40:00,6:40:00,B-0,2
IE-75-0,6:15:00,6:15:00,A-0,1
IE-75-0,6:45:00,6:45:00,B-0,2
IE-76-0,6:20:00,6:20:00,A-0,1
IE-76-0,6:50:00,6:50:00,B-0,2
IE-77-0,6:25:00,6:25:00,A-0,1
IE-77-0,6:55:00,6:55:00,B-0,2
IE-78-0,6:30:00,6:30:00,A-0,1
IE-78-0,7:00:00,7:00:00,B-0,2
IE-79-0,6:35:00,6:35:00,A-0,1
IE-79-0,7:05:00,7:05:00,B-0,2
IE-80-0,6:40:00,6:40:00,A-0,1
IE-80-0,7:10:00,7:10:00,B-0,2
IE-81-0,6:45:00,6:45:00,A-0,1
IE-81-0,7:15:00,7:15:00,B-0,2
IE-82-0,6:50:00,6:50:00,A-0,1
IE-82-0,7:20:00,7:20:00,B-0,2
IE-83-0,6:55:00,6:55:00,A-0,1
IE-83-0,7:25:00,7:25:00,B-0,2
IE-84-0,7:00:00,7:00:00,A-0,1
IE-84-0,7:30:00,7:30:00,B-0,2
IE-85-0,7:05:00,7:05:00,A-0,1
IE-85-0,7:35:00,7:35:00,B-0,2
IE-86-0,7:10:00,7:10:00,A-0,1
IE-86-0,7:40:00,7:40:00,B-0,2
IE-87-0,7:15:00,7:15:00,A-0,1
IE-87-0,7:45:00,7:45:00,B-0,2
IE-88-0,7:20:00,7:20:00,A-0,1
IE-88-0,7:50:00,7:50:00,B-0,2
IE-89-0,7:25:00,7:25:00,A-0,1
IE-89-0,7:55:00,7:55:00,B-0,2
IE-90-0,7:30:00,7:30:00,A-0,1
IE-90-0,8:00:00,8:00:00,B-0,2
IE-91-0,7:35:00,7:35:00,A-0,1
IE-91-0,8:05:00,8:05:00,B-0,2
IE-92-0,7:40:00,7:40:00,A-0,1
IE-92-0,8:10:00,8:10:00,B-0,2
IE-93-0,7:45:00,7:45:00,A-0,1
IE-93-0,8:15:00,8:15:00,B-0,2
IE-94-0,7:50:00,7:50:00,A-0,1
IE-94-0,8:20:00,8:20:00,B-0,2
IE-95-0,7:55:00,7:55:00,A-0,1
IE-95-0,8:25:00,8:25:00,B-0,2
IE-0-1,0:00:00,0:00:00,B-0,1
IE-0-1,0:30:00,0:30:00,A-0,2
IE-1-1,0:05:00,0:05:00,B-0,1
IE-1-1,0:35:00,0:35:00,A-0,2
IE-2-1,0:10:00,0:10:00,B-0,1
IE-2-1,0:40:00,0:40:00,A-0,2
IE-3-1,0:15:00,0:15:00,B-0,1
IE-3-1,0:45:00,0:45:00,A-0,2
IE-4-1,0:20:00,0:20:00,B-0,1
IE-4-1,0:50:00,0:50:00,A-0,2
IE-5-1,0:25:00,0:25:00,B-0,1
IE-5-1,0:55:00,0:55:00,A-0,2
IE-6-1,0:30:00,0:30:00,B-0,1
IE-6-1,1:00:00,1:00:00,A-0,2
IE-7-1,0:35:00,0:35:00,B-0,1
IE-7-1,1:05:00,1:05:00,A-0,2
IE-8-1,0:40:00,0:40:00,B-0,1
IE-8-1,1:10:00,1:10:00,A-0,2
IE-9-1,0:45:00,0:45:00,B-0,1
IE-9-1,1:15:00,1:15:00,A-0,2
IE-10-1,0:50:00,0:50:00,B-0,1
IE-10-1,1:20:00,1:20:00,A-0,2
IE-11-1,0:55:00,0:55:00,B-0,1
IE-11-1,1:25:00,1:25:00,A-0,2
IE-12-1,1:00:00,1:00:00,B-0,1
IE-12-1,1:30:00,1:30:00,A-0,2
IE-13-1,1:05:00,1:05:00,B-0,1
IE-13-1,1:35:00,1:35:00,A-0,2
IE-14-1,1:10:00,1:10:00,B-0,1
IE-14-1,1:40:00,1:40:00,A-0,2
IE-15-1,1:15:00,1:15:00,B-0,1
IE-15-1,1:45:00,1:45:00,A-0,2
IE-16-1,1:20:00,1:20:00,B-0,1
IE-16-1,1:50:00,1:50:00,A-0,2
IE-17-1,1:25:00,1:25:00,B-0,1
IE-17-1,1:55:00,1:55:00,A-0,2
IE-18-1,1:30:00,1:30:00,B-0,1
IE-18-1,2:00:00,2:00:00,A-0,2
IE-19-1,1:35:00,1:35:00,B-0,1
IE-19-1,2:05:00,2:05:00,A-0,2
IE-20-1,1:40:00,1:40:00,B-0,1
IE-20-1,2:10:00,2:10:00,A-0,2
IE-21-1,1:45:00,1:45:00,B-0,1
IE-21-1,2:15:00,2:15:00,A-0,2
IE-22-1,1:50:00,1:50:00,B-0,1
IE-22-1,2:20:00,2:20:00,A-0,2
IE-23-1,1:55:00,1:55:00,B-0,1
IE-23-1,2:25:00,2:25:00,A-0,2
IE-24-1,2:00:00,2:00:00,B-0,1
IE-24-1,2:30:00,2:30:00,A-0,2
IE-25-1,2:05:00,2:05:00,B-0,1
IE-25-1,2:35:00,2:35:00,A-0,2
IE-26-1,2:10:00,2:10:00,B-0,1
IE-26-1,2:40:00,2:40:00,A-0,2
IE-27-1,2:15:00,2:15:00,B-0,1
IE-27-1,2:45:00,2:45:00,A-0,2
IE-28-1,2:20:00,2:20:00,B-0,1
IE-28-1,2:50:00,2:50:00,A-0,2
IE-29-1,2:25:00,2:25:00,B-0,1
IE-29-1,2:55:00,2:55:00,A-0,2
IE-30-1,2:30:00,2:30:00,B-0,1
IE-30-1,3:00:00,3:00:00,A-0,2
IE-31-1,2:35:00,2:35:00,B-0,1
IE-31-1,3:05:00,3:05:00,A-0,2
IE-32-1,2:40:00,2:40:00,B-0,1
IE-32-1,3:10:00,3:10:00,A-0,2
IE-33-1,2:45:00,2:45:00,B-0,1
IE-33-1,3:15:00,3:15:00,A-0,2
IE-34-1,2:50:00,2:50:00,B-0,1
IE-34-1,3:20:00,3:20:00,A-0,2
IE-35-1,2:55:00,2:55:00,B-0,1
IE-35-1,3:25:00,3:25:00,A-0,2
IE-36-1,3:00:00,3:00:00,B-0,1
IE-36-1,3:30:00,3:30:00,A-0,2
IE-37-1,3:05:00,3:05:00,B-0,1
IE-37-1,3:35:00,3:35:00,A-0,2
IE-38-1,3:10:00,3:10:00,B-0,1
IE-38-1,3:40:00,3:40:00,A-0,2
IE-39-1,3:15:00,3:15:00,B-0,1
IE-39-1,3:45:00,3:45:00,A-0,2
IE-40-1,3:20:00,3:20:00,B-0,1
IE-40-1,3:50:00,3:50:00,A-0,2
IE-41-1,3:25:00,3:25:00,B-0,1
IE-41-1,3:55:00,3:55:00,A-0,2
IE-42-1,3:30:00,3:30:00,B-0,1
IE-42-1,4:00:00,4:00:00,A-0,2
IE-43-1,3:35:00,3:35:00,B-0,1
IE-43-1,4:05:00,4:05:00,A-0,2
IE-44-1,3:40:00,3:40:00,B-0,1
IE-44-1,4:10:00,4:10:00,A-0,2
IE-45-1,3:45:00,3:45:00,B-0,1
IE-45-1,4:15:00,4:15:00,A-0,2
IE-46-1,3:50:00,3:50:00,B-0,1
IE-46-1,4:20:00,4:20:00,A-0,2
IE-47-1,3:55:00,3:55:00,B-0,1
IE-47-1,4:25:00,4:25:00,A-0,2
IE-48-1,4:00:00,4:00:00,B-0,1
IE-48-1,4:30:00,4:30:00,A-0,2
IE-49-1,4:05:00,4:05:00,B-0,1
IE-49-1,4:35:00,4:35:00,A-0,2
IE-50-1,4:10:00,4:10:00,B-0,1
IE-50-1,4:40:00,4:40:00,A-0,2
IE-51-1,4:15:00,4:15:00,B-0,1
IE-51-1,4:45:00,4:45:00,A-0,2
IE-52-1,4:20:00,4:20:00,B-0,1
IE-52-1,4:50:00,4:50:00,A-0,2
IE-53-1,4:25:00,4:25:00,B-0,1
IE-53-1,4:55:00,4:55:00,A-0,2
IE-54-1,4:30:00,4:30:00,B-0,1
IE-54-1,5:00:00,5:00:00,A-0,2
IE-55-1,4:35:00,4:35:00,B-0,1
IE-55-1,5:05:00,5:05:00,A-0,2
IE-56-1,4:40:00,4:40:00,B-0,1
IE-56-1,5:10:00,5:10:00,A-0,2
IE-57-1,4:45:00,4:45:00,B-0,1
IE-57-1,5:15:00,5:15:00,A-0,2
IE-58-1,4:50:00,4:50:00,B-0,1
IE-58-1,5:20:00,5:20:00,A-0,2
IE-59-1,4:55:00,4:55:00,B-0,1
IE-59-1,5:25:00,5:25:00,A-0,2
IE-60-1,5:00:00,5:00:00,B-0,1
IE-60-1,5:30:00,5:30:00,A-0,2
IE-61-1,5:05:00,5:05:00,B-0,1
IE-61-1,5:35:00,5:35:00,A-0,2
IE-62-1,5:10:00,5:10:00,B-0,1
IE-62-1,5:40:00,5:40:00,A-0,2
IE-63-1,5:15:00,5:15:00,B-0,1
IE-63-1,5:45:00,5:45:00,A-0,2
IE-64-1,5:20:00,5:20:00,B-0,1
IE-64-1,5:50:00,5:50:00,A-0,2
IE-65-1,5:25:00,5:25:00,B-0,1
IE-65-1,5:55:00,5:55:00,A-0,2
IE-66-1,5:30:00,5:30:00,B-0,1
IE-66-1,6:00:00,6:00:00,A-0,2
IE-67-1,5:35:00,5:35:00,B-0,1
IE-67-1,6:05:00,6:05:00,A-0,2
IE-68-1,5:40:00,5:40:00,B-0,1
IE-68-1,6:10:00,6:10:00,A-0,2
IE-69-1,5:45:00,5:45:00,B-0,1
IE-69-1,6:15:00,6:15:00,A-0,2
IE-70-1,5:50:00,5:50:00,B-0,1
IE-70-1,6:20:00,6:20:00,A-0,2
IE-71-1,5:55:00,5:55:00,B-0,1
IE-71-1,6:25:00,6:25:00,A-0,2
IE-72-1,6:00:00,6:00:00,B-0,1
IE-72-1,6:30:00,6:30:00,A-0,2
IE-73-1,6:05:00,6:05:00,B-0,1
IE-73-1,6:35:00,6:35:00,A-0,2
IE-74-1,6:10:00,6:10:00,B-0,1
IE-74-1,6:40:00,6:40:00,A-0,2
IE-75-1,6:15:00,6:15:00,B-0,1
IE-75-1,6:45:00,6:45:00,A-0,2
IE-76-1,6:20:00,6:20:00,B-0,1
IE-76-1,6:50:00,6:50:00,A-0,2
IE-77-1,6:25:00,6:25:00,B-0,1
IE-77-1,6:55:00,6:55:00,A-0,2
IE-78-1,6:30:00,6:30:00,B-0,1
IE-78-1,7:00:00,7:00:00,A-0,2
IE-79-1,6:35:00,6:35:00,B-0,1
IE-79-1,7:05:00,7:05:00,A-0,2
IE-80-1,6:40:00,6:40:00,B-0,1
IE-80-1,7:10:00,7:10:00,A-0,2
IE-81-1,6:45:00,6:45:00,B-0,1
IE-81-1,7:15:00,7:15:00,A-0,2
IE-82-1,6:50:00,6:50:00,B-0,1
IE-82-1,7:20:00,7:20:00,A-0,2
IE-83-1,6:55:00,6:55:00,B-0,1
IE-83-1,7:25:00,7:25:00,A-0,2
IE-84-1,7:00:00,7:00:00,B-0,1
IE-84-1,7:30:00,7:30:00,A-0,2
IE-85-1,7:05:00,7:05:00,B-0,1
IE-85-1,7:35:00,7:35:00,A-0,2
IE-86-1,7:10:00,7:10:00,B-0,1
IE-86-1,7:40:00,7:40:00,A-0,2
IE-87-1,7:15:00,7:15:00,B-0,1
IE-87-1,7:45:00,7:45:00,A-0,2
IE-88-1,7:20:00,7:20:00,B-0,1
IE-88-1,7:50:00,7:50:00,A-0,2
IE-89-1,7:25:00,7:25:00,B-0,1
IE-89-1,7:55:00,7:55:00,A-0,2
IE-90-1,7:30:00,7:30:00,B-0,1
IE-90-1,8:00:00,8:00:00,A-0,2
IE-91-1,7:35:00,7:35:00,B-0,1
IE-91-1,8:05:00,8:05:00,A-0,2
IE-92-1,7:40:00,7:40:00,B-0,1
IE-92-1,8:10:00,8:10:00,A-0,2
IE-93-1,7:45:00,7:45:00,B-0,1
IE-93-1,8:15:00,8:15:00,A-0,2
IE-94-1,7:50:00,7:50:00,B-0,1
IE-94-1,8:20:00,8:20:00,A-0,2
IE-95-1,7:55:00,7:55:00,B-0,1
IE-95-1,8:25:00,8:25:00,A-0,2
