trip_id,stop_id,arrival_time,departure_time,stop_sequence
0-0-20,MH-L-0,04:15:00,04:20:00,1
0-0-20,MH-R-0,04:45:00,04:50:00,2
0-0-21,MH-L-0,04:25:00,04:30:00,1
0-0-21,MH-R-0,04:55:00,05:00:00,2
0-0-22,MH-L-0,04:35:00,04:40:00,1
0-0-22,MH-R-0,05:05:00,05:10:00,2
0-0-23,MH-L-0,04:45:00,04:50:00,1
0-0-23,MH-R-0,05:15:00,05:20:00,2
0-0-24,MH-L-0,04:55:00,05:00:00,1
0-0-24,MH-R-0,05:25:00,05:30:00,2
0-0-25,MH-L-0,05:05:00,05:10:00,1
0-0-25,MH-R-0,05:35:00,05:40:00,2
0-0-26,MH-L-0,05:15:00,05:20:00,1
0-0-26,MH-R-0,05:45:00,05:50:00,2
0-0-27,MH-L-0,05:25:00,05:30:00,1
0-0-27,MH-R-0,05:55:00,06:00:00,2
0-0-28,MH-L-0,05:35:00,05:40:00,1
0-0-28,MH-R-0,06:05:00,06:10:00,2
0-0-29,MH-L-0,05:45:00,05:50:00,1
0-0-29,MH-R-0,06:15:00,06:20:00,2
0-0-30,MH-L-0,05:55:00,06:00:00,1
0-0-30,MH-R-0,06:25:00,06:30:00,2
0-0-31,MH-L-0,06:05:00,06:10:00,1
0-0-31,MH-R-0,06:35:00,06:40:00,2
0-0-32,MH-L-0,06:15:00,06:20:00,1
0-0-32,MH-R-0,06:45:00,06:50:00,2
0-0-33,MH-L-0,06:25:00,06:30:00,1
0-0-33,MH-R-0,06:55:00,07:00:00,2
0-0-34,MH-L-0,06:35:00,06:40:00,1
0-0-34,MH-R-0,07:05:00,07:10:00,2
0-0-35,MH-L-0,06:45:00,06:50:00,1
0-0-35,MH-R-0,07:15:00,07:20:00,2
0-0-36,MH-L-0,06:55:00,07:00:00,1
0-0-36,MH-R-0,07:25:00,07:30:00,2
0-0-37,MH-L-0,07:05:00,07:10:00,1
0-0-37,MH-R-0,07:35:00,07:40:00,2
0-0-38,MH-L-0,07:15:00,07:20:00,1
0-0-38,MH-R-0,07:45:00,07:50:00,2
0-0-39,MH-L-0,07:25:00,07:30:00,1
0-0-39,MH-R-0,07:55:00,08:00:00,2
0-0-40,MH-L-0,07:35:00,07:40:00,1
0-0-40,MH-R-0,08:05:00,08:10:00,2
0-0-41,MH-L-0,07:45:00,07:50:00,1
0-0-41,MH-R-0,08:15:00,08:20:00,2
0-1-46,MH-R-0,00:05:00,00:10:00,1
0-1-46,MH-L-0,00:35:00,00:40:00,2
0-1-45,MH-R-0,00:15:00,00:20:00,1
0-1-45,MH-L-0,00:45:00,00:50:00,2
0-1-44,MH-R-0,00:25:00,00:30:00,1
0-1-44,MH-L-0,00:55:00,01:00:00,2
0-1-43,MH-R-0,00:35:00,00:40:00,1
0-1-43,MH-L-0,01:05:00,01:10:00,2
0-1-42,MH-R-0,00:45:00,00:50:00,1
0-1-42,MH-L-0,01:15:00,01:20:00,2
0-1-0,MH-R-0,00:55:00,01:00:00,1
0-1-0,MH-L-0,01:25:00,01:30:00,2
0-1-1,MH-R-0,01:05:00,01:10:00,1
0-1-1,MH-L-0,01:35:00,01:40:00,2
0-1-2,MH-R-0,01:15:00,01:20:00,1
0-1-2,MH-L-0,01:45:00,01:50:00,2
0-1-3,MH-R-0,01:25:00,01:30:00,1
0-1-3,MH-L-0,01:55:00,02:00:00,2
0-1-4,MH-R-0,01:35:00,01:40:00,1
0-1-4,MH-L-0,02:05:00,02:10:00,2
0-1-5,MH-R-0,01:45:00,01:50:00,1
0-1-5,MH-L-0,02:15:00,02:20:00,2
0-1-6,MH-R-0,01:55:00,02:00:00,1
0-1-6,MH-L-0,02:25:00,02:30:00,2
0-1-7,MH-R-0,02:05:00,02:10:00,1
0-1-7,MH-L-0,02:35:00,02:40:00,2
0-1-8,MH-R-0,02:15:00,02:20:00,1
0-1-8,MH-L-0,02:45:00,02:50:00,2
0-1-9,MH-R-0,02:25:00,02:30:00,1
0-1-9,MH-L-0,02:55:00,03:00:00,2
0-1-10,MH-R-0,02:35:00,02:40:00,1
0-1-10,MH-L-0,03:05:00,03:10:00,2
0-1-11,MH-R-0,02:45:00,02:50:00,1
0-1-11,MH-L-0,03:15:00,03:20:00,2
0-1-12,MH-R-0,02:55:00,03:00:00,1
0-1-12,MH-L-0,03:25:00,03:30:00,2
0-1-13,MH-R-0,03:05:00,03:10:00,1
0-1-13,MH-L-0,03:35:00,03:40:00,2
0-1-14,MH-R-0,03:15:00,03:20:00,1
0-1-14,MH-L-0,03:45:00,03:50:00,2
0-1-15,MH-R-0,03:25:00,03:30:00,1
0-1-15,MH-L-0,03:55:00,04:00:00,2
0-1-16,MH-R-0,03:35:00,03:40:00,1
0-1-16,MH-L-0,04:05:00,04:10:00,2
0-1-17,MH-R-0,03:45:00,03:50:00,1
0-1-17,MH-L-0,04:15:00,04:20:00,2
0-1-18,MH-R-0,03:55:00,04:00:00,1
0-1-18,MH-L-0,04:25:00,04:30:00,2
0-1-19,MH-R-0,04:05:00,04:10:00,1
0-1-19,MH-L-0,04:35:00,04:40:00,2
0-1-20,MH-R-0,04:15:00,04:20:00,1
0-1-20,MH-L-0,04:45:00,04:50:00,2
0-1-21,MH-R-0,04:25:00,04:30:00,1
0-1-21,MH-L-0,04:55:00,05:00:00,2
0-1-22,MH-R-0,04:35:00,04:40:00,1
0-1-22,MH-L-0,05:05:00,05:10:00,2
0-1-23,MH-R-0,04:45:00,04:50:00,1
0-1-23,MH-L-0,05:15:00,05:20:00,2
0-1-24,MH-R-0,04:55:00,05:00:00,1
0-1-24,MH-L-0,05:25:00,05:30:00,2
0-1-25,MH-R-0,05:05:00,05:10:00,1
0-1-25,MH-L-0,05:35:00,05:40:00,2
0-1-26,MH-R-0,05:15:00,05:20:00,1
0-1-26,MH-L-0,05:45:00,05:50:00,2
0-1-27,MH-R-0,05:25:00,05:30:00,1
0-1-27,MH-L-0,05:55:00,06:00:00,2
0-1-28,MH-R-0,05:35:00,05:40:00,1
0-1-28,MH-L-0,06:05:00,06:10:00,2
0-1-29,MH-R-0,05:45:00,05:50:00,1
0-1-29,MH-L-0,06:15:00,06:20:00,2
0-1-30,MH-R-0,05:55:00,06:00:00,1
0-1-30,MH-L-0,06:25:00,06:30:00,2
0-1-31,MH-R-0,06:05:00,06:10:00,1
0-1-31,MH-L-0,06:35:00,06:40:00,2
0-1-32,MH-R-0,06:15:00,06:20:00,1
0-1-32,MH-L-0,06:45:00,06:50:00,2
0-1-33,MH-R-0,06:25:00,06:30:00,1
0-1-33,MH-L-0,06:55:00,07:00:00,2
0-1-34,MH-R-0,06:35:00,06:40:00,1
0-1-34,MH-L-0,07:05:00,07:10:00,2
0-1-35,MH-R-0,06:45:00,06:50:00,1
0-1-35,MH-L-0,07:15:00,07:20:00,2
0-1-36,MH-R-0,06:55:00,07:00:00,1
0-1-36,MH-L-0,07:25:00,07:30:00,2
0-1-37,MH-R-0,07:05:00,07:10:00,1
0-1-37,MH-L-0,07:35:00,07:40:00,2
0-1-38,MH-R-0,07:15:00,07:20:00,1
0-1-38,MH-L-0,07:45:00,07:50:00,2
0-1-39,MH-R-0,07:25:00,07:30:00,1
0-1-39,MH-L-0,07:55:00,08:00:00,2
0-1-40,MH-R-0,07:35:00,07:40:00,1
0-1-40,MH-L-0,08:05:00,08:10:00,2
0-1-41,MH-R-0,07:45:00,07:50:00,1
0-1-41,MH-L-0,08:15:00,08:20:00,2
