trip_id,stop_id,arrival_time,departure_time,stop_sequence
1-0-7,59-1,02:16:30,02:16:30,9
1-0-7,60-1,02:18:00,02:18:00,10
1-0-7,61-1,02:19:30,02:19:30,11
1-0-8,54-1,02:14:30,02:14:30,1
1-0-8,55-1,02:16:00,02:16:00,2
1-0-8,56-1,02:17:30,02:17:30,3
1-0-8,57-1,02:19:00,02:19:00,4
1-0-8,117-1,02:20:30,02:20:30,5
1-0-8,120-1,02:22:00,02:22:00,6
1-0-8,118-1,02:23:30,02:23:30,7
1-0-8,58-1,02:25:00,02:25:00,8
1-0-8,59-1,02:26:30,02:26:30,9
1-0-8,60-1,02:28:00,02:28:00,10
1-0-8,61-1,02:29:30,02:29:30,11
1-0-9,54-1,02:24:30,02:24:30,1
1-0-9,55-1,02:26:00,02:26:00,2
1-0-9,56-1,02:27:30,02:27:30,3
1-0-9,57-1,02:29:00,02:29:00,4
1-0-9,117-1,02:30:30,02:30:30,5
1-0-9,120-1,02:32:00,02:32:00,6
1-0-9,118-1,02:33:30,02:33:30,7
1-0-9,58-1,02:35:00,02:35:00,8
1-0-9,59-1,02:36:30,02:36:30,9
1-0-9,60-1,02:38:00,02:38:00,10
1-0-9,61-1,02:39:30,02:39:30,11
1-0-10,54-1,02:34:30,02:34:30,1
1-0-10,55-1,02:36:00,02:36:00,2
1-0-10,56-1,02:37:30,02:37:30,3
1-0-10,57-1,02:39:00,02:39:00,4
1-0-10,117-1,02:40:30,02:40:30,5
1-0-10,120-1,02:42:00,02:42:00,6
1-0-10,118-1,02:43:30,02:43:30,7
1-0-10,58-1,02:45:00,02:45:00,8
1-0-10,59-1,02:46:30,02:46:30,9
1-0-10,60-1,02:48:00,02:48:00,10
1-0-10,61-1,02:49:30,02:49:30,11
1-0-11,54-1,02:44:30,02:44:30,1
1-0-11,55-1,02:46:00,02:46:00,2
1-0-11,56-1,02:47:30,02:47:30,3
1-0-11,57-1,02:49:00,02:49:00,4
1-0-11,117-1,02:50:30,02:50:30,5
1-0-11,120-1,02:52:00,02:52:00,6
1-0-11,118-1,02:53:30,02:53:30,7
1-0-11,58-1,02:55:00,02:55:00,8
1-0-11,59-1,02:56:30,02:56:30,9
1-0-11,60-1,02:58:00,02:58:00,10
1-0-11,61-1,02:59:30,02:59:30,11
1-0-12,54-1,02:54:30,02:54:30,1
1-0-12,55-1,02:56:00,02:56:00,2
1-0-12,56-1,02:57:30,02:57:30,3
1-0-12,57-1,02:59:00,02:59:00,4
1-0-12,117-1,03:00:30,03:00:30,5
1-0-12,120-1,03:02:00,03:02:00,6
1-0-12,118-1,03:03:30,03:03:30,7
1-0-12,58-1,03:05:00,03:05:00,8
1-0-12,59-1,03:06:30,03:06:30,9
1-0-12,60-1,03:08:00,03:08:00,10
1-0-12,61-1,03:09:30,03:09:30,11
1-0-13,54-1,03:04:30,03:04:30,1
1-0-13,55-1,03:06:00,03:06:00,2
1-0-13,56-1,03:07:30,03:07:30,3
1-0-13,57-1,03:09:00,03:09:00,4
1-0-13,117-1,03:10:30,03:10:30,5
1-0-13,120-1,03:12:00,03:12:00,6
1-0-13,118-1,03:13:30,03:13:30,7
1-0-13,58-1,03:15:00,03:15:00,8
1-0-13,59-1,03:16:30,03:16:30,9
1-0-13,60-1,03:18:00,03:18:00,10
1-0-13,61-1,03:19:30,03:19:30,11
1-0-14,54-1,03:14:30,03:14:30,1
1-0-14,55-1,03:16:00,03:16:00,2
1-0-14,56-1,03:17:30,03:17:30,3
1-0-14,57-1,03:19:00,03:19:00,4
1-0-14,117-1,03:20:30,03:20:30,5
1-0-14,120-1,03:22:00,03:22:00,6
1-0-14,118-1,03:23:30,03:23:30,7
1-0-14,58-1,03:25:00,03:25:00,8
1-0-14,59-1,03:26:30,03:26:30,9
1-0-14,60-1,03:28:00,03:28:00,10
1-0-14,61-1,03:29:30,03:29:30,11
1-0-15,54-1,03:24:30,03:24:30,1
1-0-15,55-1,03:26:00,03:26:00,2
1-0-15,56-1,03:27:30,03:27:30,3
1-0-15,57-1,03:29:00,03:29:00,4
1-0-15,117-1,03:30:30,03:30:30,5
1-0-15,120-1,03:32:00,03:32:00,6
1-0-15,118-1,03:33:30,03:33:30,7
1-0-15,58-1,03:35:00,03:35:00,8
1-0-15,59-1,03:36:30,03:36:30,9
1-0-15,60-1,03:38:00,03:38:00,10
1-0-15,61-1,03:39:30,03:39:30,11
1-0-16,54-1,03:34:30,03:34:30,1
1-0-16,55-1,03:36:00,03:36:00,2
1-0-16,56-1,03:37:30,03:37:30,3
1-0-16,57-1,03:39:00,03:39:00,4
1-0-16,117-1,03:40:30,03:40:30,5
1-0-16,120-1,03:42:00,03:42:00,6
1-0-16,118-1,03:43:30,03:43:30,7
1-0-16,58-1,03:45:00,03:45:00,8
1-0-16,59-1,03:46:30,03:46:30,9
1-0-16,60-1,03:48:00,03:48:00,10
1-0-16,61-1,03:49:30,03:49:30,11
1-0-17,54-1,03:44:30,03:44:30,1
1-0-17,55-1,03:46:00,03:46:00,2
1-0-17,56-1,03:47:30,03:47:30,3
1-0-17,57-1,03:49:00,03:49:00,4
1-0-17,117-1,03:50:30,03:50:30,5
1-0-17,120-1,03:52:00,03:52:00,6
1-0-17,118-1,03:53:30,03:53:30,7
1-0-17,58-1,03:55:00,03:55:00,8
1-0-17,59-1,03:56:30,03:56:30,9
1-0-17,60-1,03:58:00,03:58:00,10
1-0-17,61-1,03:59:30,03:59:30,11
1-0-18,54-1,03:54:30,03:54:30,1
1-0-18,55-1,03:56:00,03:56:00,2
1-0-18,56-1,03:57:30,03:57:30,3
1-0-18,57-1,03:59:00,03:59:00,4
1-0-18,117-1,04:00:30,04:00:30,5
1-0-18,120-1,04:02:00,04:02:00,6
1-0-18,118-1,04:03:30,04:03:30,7
1-0-18,58-1,04:05:00,04:05:00,8
1-0-18,59-1,04:06:30,04:06:30,9
1-0-18,60-1,04:08:00,04:08:00,10
1-0-18,61-1,04:09:30,04:09:30,11
1-0-19,54-1,04:04:30,04:04:30,1
1-0-19,55-1,04:06:00,04:06:00,2
1-0-19,56-1,04:07:30,04:07:30,3
1-0-19,57-1,04:09:00,04:09:00,4
1-0-19,117-1,04:10:30,04:10:30,5
1-0-19,120-1,04:12:00,04:12:00,6
1-0-19,118-1,04:13:30,04:13:30,7
1-0-19,58-1,04:15:00,04:15:00,8
1-0-19,59-1,04:16:30,04:16:30,9
1-0-19,60-1,04:18:00,04:18:00,10
1-0-19,61-1,04:19:30,04:19:30,11
1-0-20,54-1,04:14:30,04:14:30,1
1-0-20,55-1,04:16:00,04:16:00,2
1-0-20,56-1,04:17:30,04:17:30,3
1-0-20,57-1,04:19:00,04:19:00,4
1-0-20,117-1,04:20:30,04:20:30,5
1-0-20,120-1,04:22:00,04:22:00,6
1-0-20,118-1,04:23:30,04:23:30,7
1-0-20,58-1,04:25:00,04:25:00,8
1-0-20,59-1,04:26:30,04:26:30,9
1-0-20,60-1,04:28:00,04:28:00,10
1-0-20,61-1,04:29:30,04:29:30,11
1-0-21,54-1,04:24:30,04:24:30,1
1-0-21,55-1,04:26:00,04:26:00,2
1-0-21,56-1,04:27:30,04:27:30,3
1-0-21,57-1,04:29:00,04:29:00,4
1-0-21,117-1,04:30:30,04:30:30,5
1-0-21,120-1,04:32:00,04:32:00,6
1-0-21,118-1,04:33:30,04:33:30,7
1-0-21,58-1,04:35:00,04:35:00,8
1-0-21,59-1,04:36:30,04:36:30,9
1-0-21,60-1,04:38:00,04:38:00,10
1-0-21,61-1,04:39:30,04:39:30,11
1-0-22,54-1,04:34:30,04:34:30,1
1-0-22,55-1,04:36:00,04:36:00,2
1-0-22,56-1,04:37:30,04:37:30,3
1-0-22,57-1,04:39:00,04:39:00,4
1-0-22,117-1,04:40:30,04:40:30,5
1-0-22,120-1,04:42:00,04:42:00,6
1-0-22,118-1,04:43:30,04:43:30,7
1-0-22,58-1,04:45:00,04:45:00,8
1-0-22,59-1,04:46:30,04:46:30,9
1-0-22,60-1,04:48:00,04:48:00,10
1-0-22,61-1,04:49:30,04:49:30,11
1-0-23,54-1,04:44:30,04:44:30,1
1-0-23,55-1,04:46:00,04:46:00,2
1-0-23,56-1,04:47:30,04:47:30,3
1-0-23,57-1,04:49:00,04:49:00,4
1-0-23,117-1,04:50:30,04:50:30,5
1-0-23,120-1,04:52:00,04:52:00,6
1-0-23,118-1,04:53:30,04:53:30,7
1-0-23,58-1,04:55:00,04:55:00,8
1-0-23,59-1,04:56:30,04:56:30,9
1-0-23,60-1,04:58:00,04:58:00,10
1-0-23,61-1,04:59:30,04:59:30,11
1-0-24,54-1,04:54:30,04:54:30,1
1-0-24,55-1,04:56:00,04:56:00,2
1-0-24,56-1,04:57:30,04:57:30,3
1-0-24,57-1,04:59:00,04:59:00,4
1-0-24,117-1,05:00:30,05:00:30,5
1-0-24,120-1,05:02:00,05:02:00,6
1-0-24,118-1,05:03:30,05:03:30,7
1-0-24,58-1,05:05:00,05:05:00,8
1-0-24,59-1,05:06:30,05:06:30,9
1-0-24,60-1,05:08:00,05:08:00,10
1-0-24,61-1,05:09:30,05:09:30,11
1-0-25,54-1,05:04:30,05:04:30,1
1-0-25,55-1,05:06:00,05:06:00,2
1-0-25,56-1,05:07:30,05:07:30,3
1-0-25,57-1,05:09:00,05:09:00,4
1-0-25,117-1,05:10:30,05:10:30,5
1-0-25,120-1,05:12:00,05:12:00,6
1-0-25,118-1,05:13:30,05:13:30,7
1-0-25,58-1,05:15:00,05:15:00,8
1-0-25,59-1,05:16:30,05:16:30,9
1-0-25,60-1,05:18:00,05:18:00,10
1-0-25,61-1,05:19:30,05:19:30,11
1-0-26,54-1,05:14:30,05:14:30,1
1-0-26,55-1,05:16:00,05:16:00,2
1-0-26,56-1,05:17:30,05:17:30,3
1-0-26,57-1,05:19:00,05:19:00,4
1-0-26,117-1,05:20:30,05:20:30,5
1-0-26,120-1,05:22:00,05:22:00,6
1-0-26,118-1,05:23:30,05:23:30,7
1-0-26,58-1,05:25:00,05:25:00,8
1-0-26,59-1,05:26:30,05:26:30,9
1-0-26,60-1,05:28:00,05:28:00,10
1-0-26,61-1,05:29:30,05:29:30,11
1-0-27,54-1,05:24:30,05:24:30,1
1-0-27,55-1,05:26:00,05:26:00,2
1-0-27,56-1,05:27:30,05:27:30,3
1-0-27,57-1,05:29:00,05:29:00,4
1-0-27,117-1,05:30:30,05:30:30,5
1-0-27,120-1,05:32:00,05:32:00,6
1-0-27,118-1,05:33:30,05:33:30,7
1-0-27,58-1,05:35:00,05:35:00,8
1-0-27,59-1,05:36:30,05:36:30,9
1-0-27,60-1,05:38:00,05:38:00,10
1-0-27,61-1,05:39:30,05:39:30,11
1-0-28,54-1,05:34:30,05:34:30,1
1-0-28,55-1,05:36:00,05:36:00,2
1-0-28,56-1,05:37:30,05:37:30,3
1-0-28,57-1,05:39:00,05:39:00,4
1-0-28,117-1,05:40:30,05:40:30,5
1-0-28,120-1,05:42:00,05:42:00,6
1-0-28,118-1,05:43:30,05:43:30,7
1-0-28,58-1,05:45:00,05:45:00,8
1-0-28,59-1,05:46:30,05:46:30,9
1-0-28,60-1,05:48:00,05:48:00,10
1-0-28,61-1,05:49:30,05:49:30,11
1-0-29,54-1,05:44:30,05:44:30,1
1-0-29,55-1,05:46:00,05:46:00,2
1-0-29,56-1,05:47:30,05:47:30,3
1-0-29,57-1,05:49:00,05:49:00,4
1-0-29,117-1,05:50:30,05:50:30,5
1-0-29,120-1,05:52:00,05:52:00,6
1-0-29,118-1,05:53:30,05:53:30,7
1-0-29,58-1,05:55:00,05:55:00,8
1-0-29,59-1,05:56:30,05:56:30,9
1-0-29,60-1,05:58:00,05:58:00,10
1-0-29,61-1,05:59:30,05:59:30,11
1-0-30,54-1,05:54:30,05:54:30,1
1-0-30,55-1,05:56:00,05:56:00,2
1-0-30,56-1,05:57:30,05:57:30,3
1-0-30,57-1,05:59:00,05:59:00,4
1-0-30,117-1,06:00:30,06:00:30,5
1-0-30,120-1,06:02:00,06:02:00,6
1-0-30,118-1,06:03:30,06:03:30,7
1-0-30,58-1,06:05:00,06:05:00,8
1-0-30,59-1,06:06:30,06:06:30,9
1-0-30,60-1,06:08:00,06:08:00,10
1-0-30,61-1,06:09:30,06:09:30,11
1-0-31,54-1,06:04:30,06:04:30,1
1-0-31,55-1,06:06:00,06:06:00,2
1-0-31,56-1,06:07:30,06:07:30,3
1-0-31,57-1,06:09:00,06:09:00,4
1-0-31,117-1,06:10:30,06:10:30,5
1-0-31,120-1,06:12:00,06:12:00,6
1-0-31,118-1,06:13:30,06:13:30,7
1-0-31,58-1,06:15:00,06:15:00,8
1-0-31,59-1,06:16:30,06:16:30,9
1-0-31,60-1,06:18:00,06:18:00,10
1-0-31,61-1,06:19:30,06:19:30,11
1-0-32,54-1,06:14:30,06:14:30,1
1-0-32,55-1,06:16:00,06:16:00,2
1-0-32,56-1,06:17:30,06:17:30,3
1-0-32,57-1,06:19:00,06:19:00,4
1-0-32,117-1,06:20:30,06:20:30,5
1-0-32,120-1,06:22:00,06:22:00,6
1-0-32,118-1,06:23:30,06:23:30,7
1-0-32,58-1,06:25:00,06:25:00,8
1-0-32,59-1,06:26:30,06:26:30,9
1-0-32,60-1,06:28:00,06:28:00,10
1-0-32,61-1,06:29:30,06:29:30,11
1-0-33,54-1,06:24:30,06:24:30,1
1-0-33,55-1,06:26:00,06:26:00,2
1-0-33,56-1,06:27:30,06:27:30,3
1-0-33,57-1,06:29:00,06:29:00,4
1-0-33,117-1,06:30:30,06:30:30,5
1-0-33,120-1,06:32:00,06:32:00,6
1-0-33,118-1,06:33:30,06:33:30,7
1-0-33,58-1,06:35:00,06:35:00,8
1-0-33,59-1,06:36:30,06:36:30,9
1-0-33,60-1,06:38:00,06:38:00,10
1-0-33,61-1,06:39:30,06:39:30,11
1-0-34,54-1,06:34:30,06:34:30,1
1-0-34,55-1,06:36:00,06:36:00,2
1-0-34,56-1,06:37:30,06:37:30,3
1-0-34,57-1,06:39:00,06:39:00,4
1-0-34,117-1,06:40:30,06:40:30,5
1-0-34,120-1,06:42:00,06:42:00,6
1-0-34,118-1,06:43:30,06:43:30,7
1-0-34,58-1,06:45:00,06:45:00,8
1-0-34,59-1,06:46:30,06:46:30,9
1-0-34,60-1,06:48:00,06:48:00,10
1-0-34,61-1,06:49:30,06:49:30,11
1-0-35,54-1,06:44:30,06:44:30,1
1-0-35,55-1,06:46:00,06:46:00,2
1-0-35,56-1,06:47:30,06:47:30,3
1-0-35,57-1,06:49:00,06:49:00,4
1-0-35,117-1,06:50:30,06:50:30,5
1-0-35,120-1,06:52:00,06:52:00,6
1-0-35,118-1,06:53:30,06:53:30,7
1-0-35,58-1,06:55:00,06:55:00,8
1-0-35,59-1,06:56:30,06:56:30,9
1-0-35,60-1,06:58:00,06:58:00,10
1-0-35,61-1,06:59:30,06:59:30,11
1-0-36,54-1,06:54:30,06:54:30,1
1-0-36,55-1,06:56:00,06:56:00,2
1-0-36,56-1,06:57:30,06:57:30,3
1-0-36,57-1,06:59:00,06:59:00,4
1-0-36,117-1,07:00:30,07:00:30,5
1-0-36,120-1,07:02:00,07:02:00,6
1-0-36,118-1,07:03:30,07:03:30,7
1-0-36,58-1,07:05:00,07:05:00,8
1-0-36,59-1,07:06:30,07:06:30,9
1-0-36,60-1,07:08:00,07:08:00,10
1-0-36,61-1,07:09:30,07:09:30,11
1-0-37,54-1,07:04:30,07:04:30,1
1-0-37,55-1,07:06:00,07:06:00,2
1-0-37,56-1,07:07:30,07:07:30,3
1-0-37,57-1,07:09:00,07:09:00,4
1-0-37,117-1,07:10:30,07:10:30,5
1-0-37,120-1,07:12:00,07:12:00,6
1-0-37,118-1,07:13:30,07:13:30,7
1-0-37,58-1,07:15:00,07:15:00,8
1-0-37,59-1,07:16:30,07:16:30,9
1-0-37,60-1,07:18:00,07:18:00,10
1-0-37,61-1,07:19:30,07:19:30,11
1-0-38,54-1,07:14:30,07:14:30,1
1-0-38,55-1,07:16:00,07:16:00,2
1-0-38,56-1,07:17:30,07:17:30,3
1-0-38,57-1,07:19:00,07:19:00,4
1-0-38,117-1,07:20:30,07:20:30,5
1-0-38,120-1,07:22:00,07:22:00,6
1-0-38,118-1,07:23:30,07:23:30,7
1-0-38,58-1,07:25:00,07:25:00,8
1-0-38,59-1,07:26:30,07:26:30,9
1-0-38,60-1,07:28:00,07:28:00,10
1-0-38,61-1,07:29:30,07:29:30,11
1-0-39,54-1,07:24:30,07:24:30,1
1-0-39,55-1,07:26:00,07:26:00,2
1-0-39,56-1,07:27:30,07:27:30,3
1-0-39,57-1,07:29:00,07:29:00,4
1-0-39,117-1,07:30:30,07:30:30,5
1-0-39,120-1,07:32:00,07:32:00,6
1-0-39,118-1,07:33:30,07:33:30,7
1-0-39,58-1,07:35:00,07:35:00,8
1-0-39,59-1,07:36:30,07:36:30,9
1-0-39,60-1,07:38:00,07:38:00,10
1-0-39,61-1,07:39:30,07:39:30,11
1-0-40,54-1,07:34:30,07:34:30,1
1-0-40,55-1,07:36:00,07:36:00,2
1-0-40,56-1,07:37:30,07:37:30,3
1-0-40,57-1,07:39:00,07:39:00,4
1-0-40,117-1,07:40:30,07:40:30,5
1-0-40,120-1,07:42:00,07:42:00,6
1-0-40,118-1,07:43:30,07:43:30,7
1-0-40,58-1,07:45:00,07:45:00,8
1-0-40,59-1,07:46:30,07:46:30,9
1-0-40,60-1,07:48:00,07:48:00,10
1-0-40,61-1,07:49:30,07:49:30,11
1-0-41,54-1,07:44:30,07:44:30,1
1-0-41,55-1,07:46:00,07:46:00,2
1-0-41,56-1,07:47:30,07:47:30,3
1-0-41,57-1,07:49:00,07:49:00,4
1-0-41,117-1,07:50:30,07:50:30,5
1-0-41,120-1,07:52:00,07:52:00,6
1-0-41,118-1,07:53:30,07:53:30,7
1-0-41,58-1,07:55:00,07:55:00,8
1-0-41,59-1,07:56:30,07:56:30,9
1-0-41,60-1,07:58:00,07:58:00,10
1-0-41,61-1,07:59:30,07:59:30,11
1-0-42,54-1,07:54:30,07:54:30,1
1-0-42,55-1,07:56:00,07:56:00,2
1-0-42,56-1,07:57:30,07:57:30,3
1-0-42,57-1,07:59:00,07:59:00,4
1-0-42,117-1,08:00:30,08:00:30,5
1-0-42,120-1,08:02:00,08:02:00,6
1-0-42,118-1,08:03:30,08:03:30,7
1-0-42,58-1,08:05:00,08:05:00,8
1-0-42,59-1,08:06:30,08:06:30,9
1-0-42,60-1,08:08:00,08:08:00,10
1-0-42,61-1,08:09:30,08:09:30,11
1-1-47,54-1,00:04:30,00:04:30,11
1-1-47,55-1,00:06:00,00:06:00,10
1-1-47,56-1,00:07:30,00:07:30,9
1-1-47,57-1,00:09:00,00:09:00,8
1-1-47,117-1,00:10:30,00:10:30,7
1-1-47,120-1,00:12:00,00:12:00,6
1-1-47,118-1,00:13:30,00:13:30,5
1-1-47,58-1,00:15:00,00:15:00,4
1-1-47,59-1,00:16:30,00:16:30,3
1-1-47,60-1,00:18:00,00:18:00,2
1-1-47,61-1,00:19:30,00:19:30,1
1-1-46,54-1,00:14:30,00:14:30,11
1-1-46,55-1,00:16:00,00:16:00,10
1-1-46,56-1,00:17:30,00:17:30,9
1-1-46,57-1,00:19:00,00:19:00,8
1-1-46,117-1,00:20:30,00:20:30,7
1-1-46,120-1,00:22:00,00:22:00,6
1-1-46,118-1,00:23:30,00:23:30,5
1-1-46,58-1,00:25:00,00:25:00,4
1-1-46,59-1,00:26:30,00:26:30,3
1-1-46,60-1,00:28:00,00:28:00,2
1-1-46,61-1,00:29:30,00:29:30,1
1-1-45,54-1,00:24:30,00:24:30,11
1-1-45,55-1,00:26:00,00:26:00,10
1-1-45,56-1,00:27:30,00:27:30,9
1-1-45,57-1,00:29:00,00:29:00,8
1-1-45,117-1,00:30:30,00:30:30,7
1-1-45,120-1,00:32:00,00:32:00,6
1-1-45,118-1,00:33:30,00:33:30,5
1-1-45,58-1,00:35:00,00:35:00,4
1-1-45,59-1,00:36:30,00:36:30,3
1-1-45,60-1,00:38:00,00:38:00,2
1-1-45,61-1,00:39:30,00:39:30,1
1-1-44,54-1,00:34:30,00:34:30,11
1-1-44,55-1,00:36:00,00:36:00,10
1-1-44,56-1,00:37:30,00:37:30,9
1-1-44,57-1,00:39:00,00:39:00,8
1-1-44,117-1,00:40:30,00:40:30,7
1-1-44,120-1,00:42:00,00:42:00,6
1-1-44,118-1,00:43:30,00:43:30,5
1-1-44,58-1,00:45:00,00:45:00,4
1-1-44,59-1,00:46:30,00:46:30,3
1-1-44,60-1,00:48:00,00:48:00,2
1-1-44,61-1,00:49:30,00:49:30,1
1-1-43,54-1,00:44:30,00:44:30,11
1-1-43,55-1,00:46:00,00:46:00,10
1-1-43,56-1,00:47:30,00:47:30,9
1-1-43,57-1,00:49:00,00:49:00,8
1-1-43,117-1,00:50:30,00:50:30,7
1-1-43,120-1,00:52:00,00:52:00,6
1-1-43,118-1,00:53:30,00:53:30,5
1-1-43,58-1,00:55:00,00:55:00,4
1-1-43,59-1,00:56:30,00:56:30,3
